model_a,model_b,superiority_probability,mean_difference,confidence_lower,confidence_upper
01-ai/yi-6b,meta/llama-2-13b,1.0,0.08601864447669365,0.06970828905748369,0.10273207167351354
01-ai/yi-6b,meta/llama-2-70b,0.0,-0.055256282961600914,-0.0714097757049819,-0.03943731226456917
01-ai/yi-6b,meta/llama-2-7b,1.0,0.1824959438504514,0.15813543302407454,0.20625643264407928
01-ai/yi-6b,meta/llama-3-70b,0.0,-0.1531926617575831,-0.1732801420041074,-0.13367367386684315
01-ai/yi-6b,meta/llama-3-8b,0.002,-0.02735971001434798,-0.041910502163401905,-0.011419876567140629
01-ai/yi-6b,meta/llama-3.1-405b-instruct-turbo,0.0,-0.20481802613976505,-0.23257507660901397,-0.17647932841085676
01-ai/yi-6b,meta/llama-3.1-70b-instruct-turbo,0.0,-0.16097075424768867,-0.18318176934486688,-0.13801487615554092
01-ai/yi-6b,meta/llama-3.1-8b-instruct-turbo,1.0,0.07977520817896938,0.05569391575546013,0.1064861105130075
01-ai/yi-6b,meta/llama-3.2-11b-vision-instruct-turbo,1.0,0.0753066669139397,0.04934150128346176,0.10290934178687182
01-ai/yi-6b,meta/llama-3.2-90b-vision-instruct-turbo,0.0,-0.1626342834428508,-0.18427413748390245,-0.13894170217718652
01-ai/yi-6b,meta/llama-3.3-70b-instruct-turbo,0.0,-0.1505997306574908,-0.17191455368481906,-0.12945092178020928
01-ai/yi-6b,microsoft/phi-2,1.0,0.05585766130442665,0.039838701248182104,0.07096783966254039
01-ai/yi-6b,microsoft/phi-3-medium-4k-instruct,0.0,-0.1342617097369788,-0.15283257326461333,-0.1155013411776303
01-ai/yi-6b,microsoft/phi-3-small-8k-instruct,0.0,-0.11640460468333473,-0.13707600731896472,-0.09695479733727454
01-ai/yi-6b,mistralai/mistral-7b-instruct-v0.3,1.0,0.04119734085457671,0.02655893081141072,0.054975146329970366
01-ai/yi-6b,mistralai/mistral-7b-v0.1,1.0,0.07407727280223357,0.05856461987406996,0.09053881211314378
01-ai/yi-6b,mistralai/mixtral-8x22b,0.0,-0.13819168740733362,-0.15622114309379315,-0.11964556959580089
01-ai/yi-6b,mistralai/mixtral-8x7b-32kseqlen,0.0,-0.07722585795459926,-0.09357014115412458,-0.059863015045743505
01-ai/yi-6b,mistralai/open-mistral-nemo-2407,0.09,-0.013389731477896018,-0.032732406805032095,0.007082309967353468
01-ai/yi-6b,qwen/qwen1.5-110b-chat,0.0,-0.12730606641057737,-0.15212870046121266,-0.1054803660855065
01-ai/yi-6b,qwen/qwen1.5-14b,0.0,-0.046447988987976314,-0.06384818240609849,-0.031025402055811304
01-ai/yi-6b,qwen/qwen1.5-32b,0.0,-0.10438803971832997,-0.12188373258275055,-0.08841928697160606
01-ai/yi-6b,qwen/qwen1.5-72b,0.0,-0.13356757597218724,-0.15116223678391075,-0.1165914685492658
01-ai/yi-6b,qwen/qwen1.5-7b,0.97,0.014136371085382028,-0.0012845623837435423,0.030630221581640225
01-ai/yi-6b,qwen/qwen2-72b-instruct,0.0,-0.18325260704926052,-0.21159515545688362,-0.1576697616398163
01-ai/yi-6b,qwen/qwen2.5-72b-instruct-turbo,0.0,-0.19344858183492714,-0.21967146378024366,-0.1673315461845395
01-ai/yi-6b,qwen/qwen2.5-7b-instruct-turbo,0.0,-0.08868460031359279,-0.110296511576478,-0.07080865906429423
01-ai/yi-6b,snowflake/snowflake-arctic-instruct,0.0,-0.03657876154259914,-0.05058452844335215,-0.0234061652923724
01-ai/yi-large-preview,allenai/olmo-1.7-7b,1.0,0.25542471784235743,0.23170572388385222,0.27878067035957915
01-ai/yi-large-preview,allenai/olmo-7b,1.0,0.4991182095920857,0.4569693915964302,0.536457544768793
01-ai/yi-large-preview,databricks/dbrx-instruct,1.0,0.0521949946164714,0.03568600583793349,0.07182795785151602
01-ai/yi-large-preview,deepseek-ai/deepseek-llm-67b-chat,1.0,0.06813889667936941,0.048282288075172534,0.08745242562882255
01-ai/yi-large-preview,deepseek-ai/deepseek-v3,0.0,-0.07828962482049831,-0.10187831185074185,-0.057125296078530965
01-ai/yi-large-preview,google/gemma-2-27b,1.0,0.03591149214976098,0.01688343541730852,0.05903732370844844
01-ai/yi-large-preview,google/gemma-2-9b,1.0,0.07179359347848015,0.05232428120633083,0.09619562173262976
01-ai/yi-large-preview,google/gemma-7b,1.0,0.1318104444690158,0.11087314706955942,0.1553035348794245
01-ai/yi-large-preview,meta/llama-2-13b,1.0,0.23909036974290573,0.21380246895029714,0.2638338537785797
01-ai/yi-large-preview,meta/llama-2-70b,1.0,0.09781544230461116,0.0751106318469765,0.12181050325733997
01-ai/yi-large-preview,meta/llama-2-7b,1.0,0.33556766911666347,0.3075142249978986,0.3626297282646198
01-ai/yi-large-preview,meta/llama-3-70b,0.486,-0.0001209364913710369,-0.016890502822810263,0.01724529377647574
01-ai/yi-large-preview,meta/llama-3-8b,1.0,0.1257120152518641,0.1040588517787885,0.14814361345998278
01-ai/yi-large-preview,meta/llama-3.1-405b-instruct-turbo,0.0,-0.05174630087355299,-0.07014736727342544,-0.03607890602938678
01-ai/yi-large-preview,meta/llama-3.1-70b-instruct-turbo,0.15,-0.007899028981476605,-0.024438952102483643,0.006056398744601386
01-ai/yi-large-preview,meta/llama-3.1-8b-instruct-turbo,1.0,0.23284693344518145,0.2032937578945647,0.26432692227802873
01-ai/yi-large-preview,meta/llama-3.2-11b-vision-instruct-turbo,1.0,0.22837839218015177,0.19926731823979146,0.25864402575648676
01-ai/yi-large-preview,meta/llama-3.2-90b-vision-instruct-turbo,0.084,-0.009562558176638748,-0.02573297778087019,0.004895447337733249
01-ai/yi-large-preview,meta/llama-3.3-70b-instruct-turbo,0.638,0.0024719946087212695,-0.01240366809604621,0.015907361435733132
01-ai/yi-large-preview,microsoft/phi-2,1.0,0.20892938657063873,0.18261925888548303,0.23528244954980845
01-ai/yi-large-preview,microsoft/phi-3-medium-4k-instruct,0.992,0.01881001552923325,0.002914877187937709,0.035192194144033795
01-ai/yi-large-preview,microsoft/phi-3-small-8k-instruct,1.0,0.03666712058287734,0.021311439171104948,0.05289460361755949
01-ai/yi-large-preview,mistralai/mistral-7b-instruct-v0.3,1.0,0.19426906612078879,0.1736746089934727,0.21593555224973449
01-ai/yi-large-preview,mistralai/mistral-7b-v0.1,1.0,0.22714899806844563,0.20190267824431402,0.2525574838409927
01-ai/yi-large-preview,mistralai/mixtral-8x22b,0.974,0.014880037858878422,-0.0002522990401831285,0.02883920433182264
01-ai/yi-large-preview,mistralai/mixtral-8x7b-32kseqlen,1.0,0.07584586731161283,0.057221501890368454,0.09611317624389684
01-ai/yi-large-preview,mistralai/open-mistral-nemo-2407,1.0,0.13968199378831606,0.11431596676065216,0.1670392558298126
01-ai/yi-large-preview,qwen/qwen1.5-110b-chat,1.0,0.025765658855634692,0.008819722963830304,0.040230174569450806
01-ai/yi-large-preview,qwen/qwen1.5-14b,1.0,0.10662373627823575,0.08699554961618898,0.12724667968203562
01-ai/yi-large-preview,qwen/qwen1.5-32b,1.0,0.04868368554788211,0.03011816609821727,0.06756608688884018
01-ai/yi-large-preview,qwen/qwen1.5-72b,0.994,0.019504149294024827,0.0021514924083824278,0.03722274591455219
01-ai/yi-large-preview,qwen/qwen1.5-7b,1.0,0.1672080963515941,0.14672982700496093,0.18874694590835256
01-ai/yi-large-preview,qwen/qwen2-72b-instruct,0.0,-0.030180881783048445,-0.04535373765353867,-0.01594592230779326
01-ai/yi-large-preview,qwen/qwen2.5-72b-instruct-turbo,0.0,-0.04037685656871505,-0.05789175377846296,-0.024708499926621982
01-ai/yi-large-preview,qwen/qwen2.5-7b-instruct-turbo,1.0,0.06438712495261928,0.048047592030750944,0.08231658239019708
01-ai/yi-large-preview,snowflake/snowflake-arctic-instruct,1.0,0.11649296372361292,0.09459823736530971,0.13899418648849413
allenai/olmo-1.7-7b,allenai/olmo-7b,1.0,0.24369349174972826,0.206162413438549,0.2848717108702361
allenai/olmo-1.7-7b,databricks/dbrx-instruct,0.0,-0.20322972322588606,-0.2243354189594344,-0.18316012461340514
allenai/olmo-1.7-7b,deepseek-ai/deepseek-llm-67b-chat,0.0,-0.18728582116298803,-0.20742692674442365,-0.1672835354710128
allenai/olmo-1.7-7b,deepseek-ai/deepseek-v3,0.0,-0.33371434266285577,-0.3602863425933849,-0.3067989704205682
allenai/olmo-1.7-7b,google/gemma-2-27b,0.0,-0.2195132256925965,-0.2412465413793898,-0.19803937250145798
allenai/olmo-1.7-7b,google/gemma-2-9b,0.0,-0.1836311243638773,-0.20493647297004985,-0.16210879698108743
allenai/olmo-1.7-7b,google/gemma-7b,0.0,-0.12361427337334167,-0.14043228895270404,-0.10482609985568601
allenai/olmo-1.7-7b,meta/llama-2-13b,0.048,-0.01633434809945173,-0.033456540386744824,0.0021841967750539796
allenai/olmo-1.7-7b,meta/llama-2-70b,0.0,-0.15760927553774634,-0.17894245564574035,-0.13733874841041993
allenai/olmo-1.7-7b,meta/llama-2-7b,1.0,0.080142951274306,0.06343540764391375,0.09714773562305397
allenai/olmo-1.7-7b,meta/llama-3-70b,0.0,-0.25554565433372844,-0.2754831264246833,-0.23518722163625336
allenai/olmo-1.7-7b,meta/llama-3-8b,0.0,-0.1297127025904934,-0.14829697524791796,-0.11103190650877627
allenai/olmo-1.7-7b,meta/llama-3.1-405b-instruct-turbo,0.0,-0.30717101871591046,-0.3309959178107448,-0.2831623031557759
allenai/olmo-1.7-7b,meta/llama-3.1-70b-instruct-turbo,0.0,-0.2633237468238341,-0.2855025028125577,-0.23871770306080606
allenai/olmo-1.7-7b,meta/llama-3.1-8b-instruct-turbo,0.082,-0.022577784397176004,-0.05359641984520239,0.006931845563763252
allenai/olmo-1.7-7b,meta/llama-3.2-11b-vision-instruct-turbo,0.048,-0.02704632566220569,-0.05805112589690213,0.0056160903625939885
allenai/olmo-1.7-7b,meta/llama-3.2-90b-vision-instruct-turbo,0.0,-0.26498727601899624,-0.2870237710657837,-0.24113693720378163
allenai/olmo-1.7-7b,meta/llama-3.3-70b-instruct-turbo,0.0,-0.25295272323363616,-0.27393247661333264,-0.23057579276952814
allenai/olmo-1.7-7b,microsoft/phi-2,0.0,-0.04649533127171874,-0.06526410187878648,-0.028855446771488574
allenai/olmo-1.7-7b,microsoft/phi-3-medium-4k-instruct,0.0,-0.23661470231312418,-0.25911027760803385,-0.21562956380150744
allenai/olmo-1.7-7b,microsoft/phi-3-small-8k-instruct,0.0,-0.21875759725948013,-0.23918396748809198,-0.19774185192719723
allenai/olmo-1.7-7b,mistralai/mistral-7b-instruct-v0.3,0.0,-0.06115565172156867,-0.07956513964159137,-0.04188471817146762
allenai/olmo-1.7-7b,mistralai/mistral-7b-v0.1,0.004,-0.02827571977391182,-0.04826403657715384,-0.007895211635625269
allenai/olmo-1.7-7b,mistralai/mixtral-8x22b,0.0,-0.24054467998347906,-0.2601818658491794,-0.22041944054964435
allenai/olmo-1.7-7b,mistralai/mixtral-8x7b-32kseqlen,0.0,-0.17957885053074463,-0.1980456062432915,-0.16125929013958631
allenai/olmo-1.7-7b,mistralai/open-mistral-nemo-2407,0.0,-0.1157427240540414,-0.13859448972466287,-0.09245008444404283
allenai/olmo-1.7-7b,qwen/qwen1.5-110b-chat,0.0,-0.22965905898672279,-0.24914718096269992,-0.20798143929986518
allenai/olmo-1.7-7b,qwen/qwen1.5-14b,0.0,-0.1488009815641217,-0.1696477855348606,-0.12833264942003883
allenai/olmo-1.7-7b,qwen/qwen1.5-32b,0.0,-0.20674103229447532,-0.22854755240574615,-0.18519127934080865
allenai/olmo-1.7-7b,qwen/qwen1.5-72b,0.0,-0.2359205685483326,-0.25636575905427583,-0.21473183068081145
allenai/olmo-1.7-7b,qwen/qwen1.5-7b,0.0,-0.08821662149076337,-0.10607460386328263,-0.071038807315149
allenai/olmo-1.7-7b,qwen/qwen2-72b-instruct,0.0,-0.2856055996254059,-0.3085997914835833,-0.26190518629374343
allenai/olmo-1.7-7b,qwen/qwen2.5-72b-instruct-turbo,0.0,-0.29580157441107247,-0.31834391695586495,-0.2717111890771893
allenai/olmo-1.7-7b,qwen/qwen2.5-7b-instruct-turbo,0.0,-0.1910375928897382,-0.21076256980291694,-0.17145374992377185
allenai/olmo-1.7-7b,snowflake/snowflake-arctic-instruct,0.0,-0.1389317541187445,-0.15839994534125915,-0.11730514507720378
allenai/olmo-7b,databricks/dbrx-instruct,0.0,-0.4469232149756143,-0.49330678402568034,-0.4035186419375038
allenai/olmo-7b,deepseek-ai/deepseek-llm-67b-chat,0.0,-0.4309793129127163,-0.4781178038546997,-0.3869075770123126
allenai/olmo-7b,deepseek-ai/deepseek-v3,0.0,-0.5774078344125839,-0.6082843809926529,-0.5471767731802242
allenai/olmo-7b,google/gemma-2-27b,0.0,-0.4632067174423247,-0.5090677824261557,-0.4196350102594818
allenai/olmo-7b,google/gemma-2-9b,0.0,-0.4273246161136056,-0.4733184630044996,-0.3839390101863454
allenai/olmo-7b,google/gemma-7b,0.0,-0.36730776512307,-0.4125719532199089,-0.3258231062295334
allenai/olmo-7b,meta/llama-2-13b,0.0,-0.26002783984918,-0.31144471682936936,-0.21531261152505754
allenai/olmo-7b,meta/llama-2-70b,0.0,-0.4013027672874746,-0.450159436365585,-0.353355901359666
allenai/olmo-7b,meta/llama-2-7b,0.0,-0.16355054047542228,-0.20693160090653617,-0.1247678121934117
allenai/olmo-7b,meta/llama-3-70b,0.0,-0.49923914608345676,-0.5388064960008258,-0.46173959243707036
allenai/olmo-7b,meta/llama-3-8b,0.0,-0.37340619434022165,-0.4211658448111644,-0.3296723263975486
allenai/olmo-7b,meta/llama-3.1-405b-instruct-turbo,0.0,-0.5508645104656389,-0.583518862206098,-0.5189482155098674
allenai/olmo-7b,meta/llama-3.1-70b-instruct-turbo,0.0,-0.5070172385735624,-0.546813745268927,-0.4699178010402358
allenai/olmo-7b,meta/llama-3.1-8b-instruct-turbo,0.0,-0.26627127614690427,-0.31872961844847114,-0.22003102885571393
allenai/olmo-7b,meta/llama-3.2-11b-vision-instruct-turbo,0.0,-0.270739817411934,-0.32226019597668476,-0.2240102122478802
allenai/olmo-7b,meta/llama-3.2-90b-vision-instruct-turbo,0.0,-0.5086807677687245,-0.5484496515311399,-0.4711206159287627
allenai/olmo-7b,meta/llama-3.3-70b-instruct-turbo,0.0,-0.4966462149833644,-0.5348928520707753,-0.4588497474230593
allenai/olmo-7b,microsoft/phi-2,0.0,-0.290188823021447,-0.3368921611469997,-0.247109871598402
allenai/olmo-7b,microsoft/phi-3-medium-4k-instruct,0.0,-0.4803081940628525,-0.5193620595005283,-0.4412459528635324
allenai/olmo-7b,microsoft/phi-3-small-8k-instruct,0.0,-0.46245108900920834,-0.5011613197409167,-0.42556971962654794
allenai/olmo-7b,mistralai/mistral-7b-instruct-v0.3,0.0,-0.3048491434712969,-0.3527254293790087,-0.2589551269084494
allenai/olmo-7b,mistralai/mistral-7b-v0.1,0.0,-0.27196921152364006,-0.32283147463051914,-0.22576399368700628
allenai/olmo-7b,mistralai/mixtral-8x22b,0.0,-0.4842381717332073,-0.5242413037294814,-0.4451459664821456
allenai/olmo-7b,mistralai/mixtral-8x7b-32kseqlen,0.0,-0.4232723422804729,-0.4696118262468948,-0.38015318678469623
allenai/olmo-7b,mistralai/open-mistral-nemo-2407,0.0,-0.3594362158037697,-0.4072678987876944,-0.3163151158481818
allenai/olmo-7b,qwen/qwen1.5-110b-chat,0.0,-0.473352550736451,-0.5127530157675196,-0.43555029550923496
allenai/olmo-7b,qwen/qwen1.5-14b,0.0,-0.39249447331385,-0.4357696218768737,-0.34955138011968107
allenai/olmo-7b,qwen/qwen1.5-32b,0.0,-0.4504345240442036,-0.49349201057192177,-0.4093668491059101
allenai/olmo-7b,qwen/qwen1.5-72b,0.0,-0.4796140602980609,-0.5212562287325445,-0.4415890690949565
allenai/olmo-7b,qwen/qwen1.5-7b,0.0,-0.3319101132404917,-0.37514612598645086,-0.289614054953094
allenai/olmo-7b,qwen/qwen2-72b-instruct,0.0,-0.5292990913751341,-0.5656140748927081,-0.4925422328061291
allenai/olmo-7b,qwen/qwen2.5-72b-instruct-turbo,0.0,-0.5394950661608007,-0.5733298734451162,-0.5060034466143914
allenai/olmo-7b,qwen/qwen2.5-7b-instruct-turbo,0.0,-0.4347310846394665,-0.4738080206057046,-0.39582709601324334
allenai/olmo-7b,snowflake/snowflake-arctic-instruct,0.0,-0.3826252458684728,-0.4310833901076668,-0.3357958062921232
databricks/dbrx-instruct,deepseek-ai/deepseek-llm-67b-chat,0.988,0.015943902062898016,0.0021355853455285903,0.0306651810411882
databricks/dbrx-instruct,deepseek-ai/deepseek-v3,0.0,-0.1304846194369697,-0.158965144832274,-0.10273380194238714
databricks/dbrx-instruct,google/gemma-2-27b,0.006,-0.016283502466710415,-0.02973891990477109,-0.0033959889876044157
databricks/dbrx-instruct,google/gemma-2-9b,0.998,0.01959859886200875,0.007254561795090114,0.032566888721110854
databricks/dbrx-instruct,google/gemma-7b,1.0,0.07961544985254437,0.06670210687592307,0.09344334291391121
databricks/dbrx-instruct,meta/llama-2-13b,1.0,0.1868953751264343,0.16773215671186378,0.2078287364903869
databricks/dbrx-instruct,meta/llama-2-70b,1.0,0.04562044768813975,0.031087101756745186,0.06020762518885232
databricks/dbrx-instruct,meta/llama-2-7b,1.0,0.28337267450019205,0.25894073245025206,0.3077296301013954
databricks/dbrx-instruct,meta/llama-3-70b,0.0,-0.05231593110784243,-0.0638998007809572,-0.04066696062299786
databricks/dbrx-instruct,meta/llama-3-8b,1.0,0.07351702063539269,0.05812438192467516,0.08890907573472567
databricks/dbrx-instruct,meta/llama-3.1-405b-instruct-turbo,0.0,-0.10394129549002437,-0.12764845157194019,-0.08105070316720747
databricks/dbrx-instruct,meta/llama-3.1-70b-instruct-turbo,0.0,-0.06009402359794801,-0.07831307510072905,-0.04310366023200423
databricks/dbrx-instruct,meta/llama-3.1-8b-instruct-turbo,1.0,0.18065193882871006,0.1542769027153187,0.2080307213146812
databricks/dbrx-instruct,meta/llama-3.2-11b-vision-instruct-turbo,1.0,0.17618339756368037,0.14703787037061852,0.20513664186892772
databricks/dbrx-instruct,meta/llama-3.2-90b-vision-instruct-turbo,0.0,-0.06175755279311015,-0.08052878862231778,-0.045668853332322255
databricks/dbrx-instruct,meta/llama-3.3-70b-instruct-turbo,0.0,-0.04972300000775013,-0.0654017713646491,-0.03432190309144896
databricks/dbrx-instruct,microsoft/phi-2,1.0,0.15673439195416733,0.1372822962393798,0.1740112298176868
databricks/dbrx-instruct,microsoft/phi-3-medium-4k-instruct,0.0,-0.03338497908723815,-0.04730283113578963,-0.019620516166267716
databricks/dbrx-instruct,microsoft/phi-3-small-8k-instruct,0.02,-0.01552787403359406,-0.03125137902628515,-0.0009944227629543941
databricks/dbrx-instruct,mistralai/mistral-7b-instruct-v0.3,1.0,0.14207407150431736,0.12811765655669843,0.1571805461043219
databricks/dbrx-instruct,mistralai/mistral-7b-v0.1,1.0,0.17495400345197423,0.15791462344272322,0.19295952247445922
databricks/dbrx-instruct,mistralai/mixtral-8x22b,0.0,-0.03731495675759297,-0.04869401321600408,-0.025240669752021983
databricks/dbrx-instruct,mistralai/mixtral-8x7b-32kseqlen,1.0,0.02365087269514142,0.011410825793299861,0.035328556583866653
databricks/dbrx-instruct,mistralai/open-mistral-nemo-2407,1.0,0.08748699917184466,0.06964417708501393,0.10826322610363483
databricks/dbrx-instruct,qwen/qwen1.5-110b-chat,0.0,-0.026429335760836708,-0.04388333679479892,-0.00901514370938466
databricks/dbrx-instruct,qwen/qwen1.5-14b,1.0,0.054428741661764354,0.040017178474339124,0.06791482403155921
databricks/dbrx-instruct,qwen/qwen1.5-32b,0.298,-0.0035113090685892872,-0.015915996380318483,0.00829479956736064
databricks/dbrx-instruct,qwen/qwen1.5-72b,0.0,-0.03269084532244657,-0.04759451132333822,-0.018820561280317012
databricks/dbrx-instruct,qwen/qwen1.5-7b,1.0,0.11501310173512269,0.0989176772696516,0.13061475345414844
databricks/dbrx-instruct,qwen/qwen2-72b-instruct,0.0,-0.08237587639951985,-0.10220752271075127,-0.06327739665535007
databricks/dbrx-instruct,qwen/qwen2.5-72b-instruct-turbo,0.0,-0.09257185118518646,-0.11417282908458525,-0.07121225514836776
databricks/dbrx-instruct,qwen/qwen2.5-7b-instruct-turbo,0.926,0.012192130336147865,-0.0036899364423346234,0.02796171622537398
databricks/dbrx-instruct,snowflake/snowflake-arctic-instruct,1.0,0.06429796910714154,0.05168525848460413,0.0772866663739971
deepseek-ai/deepseek-llm-67b-chat,deepseek-ai/deepseek-v3,0.0,-0.1464285214998677,-0.17519149053112557,-0.11718279515189829
deepseek-ai/deepseek-llm-67b-chat,google/gemma-2-27b,0.0,-0.032227404529608435,-0.04773149149810664,-0.01693512257835081
deepseek-ai/deepseek-llm-67b-chat,google/gemma-2-9b,0.672,0.003654696799110733,-0.012568878727178429,0.021685659062458913
deepseek-ai/deepseek-llm-67b-chat,google/gemma-7b,1.0,0.06367154778964637,0.04719833227468342,0.07943495546255364
deepseek-ai/deepseek-llm-67b-chat,meta/llama-2-13b,1.0,0.1709514730635363,0.15421042363426798,0.18904585610554642
deepseek-ai/deepseek-llm-67b-chat,meta/llama-2-70b,1.0,0.029676545625241735,0.01654854570601644,0.04375838685262055
deepseek-ai/deepseek-llm-67b-chat,meta/llama-2-7b,1.0,0.26742877243729407,0.24408674115074588,0.2913827146813375
deepseek-ai/deepseek-llm-67b-chat,meta/llama-3-70b,0.0,-0.06825983317074046,-0.08300205997118895,-0.05325698912964024
deepseek-ai/deepseek-llm-67b-chat,meta/llama-3-8b,1.0,0.057573118572494676,0.040010656742893065,0.07452091472317919
deepseek-ai/deepseek-llm-67b-chat,meta/llama-3.1-405b-instruct-turbo,0.0,-0.1198851975529224,-0.14486698109423213,-0.09596070290702145
deepseek-ai/deepseek-llm-67b-chat,meta/llama-3.1-70b-instruct-turbo,0.0,-0.07603792566084602,-0.09553943564145065,-0.056501092270137415
deepseek-ai/deepseek-llm-67b-chat,meta/llama-3.1-8b-instruct-turbo,1.0,0.16470803676581203,0.13708442968261864,0.19282948424562074
