model_a,model_b,subject_id,aggregate_accuracy_difference,subject_accuracy_difference,practical_effect_threshold
01-ai/yi-34b,meta/llama-3.1-70b-instruct-turbo,logical_fallacies,-0.03870730656808907,0.042944785276073594,0.01
01-ai/yi-34b,meta/llama-3.1-70b-instruct-turbo,professional_accounting,-0.03870730656808907,0.01773049645390068,0.01
01-ai/yi-34b,meta/llama-3.1-70b-instruct-turbo,public_relations,-0.03870730656808907,0.036363636363636376,0.01
01-ai/yi-34b,meta/llama-3.2-90b-vision-instruct-turbo,computer_security,-0.04033129413061376,0.019999999999999907,0.01
01-ai/yi-34b,meta/llama-3.2-90b-vision-instruct-turbo,electrical_engineering,-0.04033129413061376,0.020689655172413834,0.01
01-ai/yi-34b,meta/llama-3.2-90b-vision-instruct-turbo,high_school_mathematics,-0.04033129413061376,0.05925925925925929,0.01
01-ai/yi-34b,meta/llama-3.2-90b-vision-instruct-turbo,jurisprudence,-0.04033129413061376,0.01851851851851849,0.01
01-ai/yi-34b,meta/llama-3.2-90b-vision-instruct-turbo,logical_fallacies,-0.04033129413061376,0.049079754601227044,0.01
01-ai/yi-34b,meta/llama-3.2-90b-vision-instruct-turbo,professional_accounting,-0.04033129413061376,0.014184397163120588,0.01
01-ai/yi-34b,meta/llama-3.2-90b-vision-instruct-turbo,public_relations,-0.04033129413061376,0.027272727272727337,0.01
01-ai/yi-34b,meta/llama-3.3-70b-instruct-turbo,astronomy,-0.028274555035916582,0.013157894736842035,0.01
01-ai/yi-34b,meta/llama-3.3-70b-instruct-turbo,computer_security,-0.028274555035916582,0.029999999999999916,0.01
01-ai/yi-34b,meta/llama-3.3-70b-instruct-turbo,electrical_engineering,-0.028274555035916582,0.03448275862068961,0.01
01-ai/yi-34b,meta/llama-3.3-70b-instruct-turbo,high_school_european_history,-0.028274555035916582,0.030303030303030387,0.01
01-ai/yi-34b,meta/llama-3.3-70b-instruct-turbo,high_school_mathematics,-0.028274555035916582,0.025925925925925908,0.01
01-ai/yi-34b,meta/llama-3.3-70b-instruct-turbo,human_sexuality,-0.028274555035916582,0.01526717557251911,0.01
01-ai/yi-34b,meta/llama-3.3-70b-instruct-turbo,international_law,-0.028274555035916582,0.024793388429751984,0.01
01-ai/yi-34b,meta/llama-3.3-70b-instruct-turbo,jurisprudence,-0.028274555035916582,0.02777777777777779,0.01
01-ai/yi-34b,meta/llama-3.3-70b-instruct-turbo,logical_fallacies,-0.028274555035916582,0.06748466257668717,0.01
01-ai/yi-34b,meta/llama-3.3-70b-instruct-turbo,public_relations,-0.028274555035916582,0.018181818181818188,0.01
01-ai/yi-34b,microsoft/phi-3-medium-4k-instruct,anatomy,-0.01218936167719753,0.02962962962962956,0.01
01-ai/yi-34b,microsoft/phi-3-medium-4k-instruct,astronomy,-0.01218936167719753,0.05263157894736836,0.01
01-ai/yi-34b,microsoft/phi-3-medium-4k-instruct,computer_security,-0.01218936167719753,0.039999999999999925,0.01
01-ai/yi-34b,microsoft/phi-3-medium-4k-instruct,electrical_engineering,-0.01218936167719753,0.096551724137931,0.01
01-ai/yi-34b,microsoft/phi-3-medium-4k-instruct,global_facts,-0.01218936167719753,0.030000000000000027,0.01
01-ai/yi-34b,microsoft/phi-3-medium-4k-instruct,jurisprudence,-0.01218936167719753,0.01851851851851849,0.01
01-ai/yi-34b,microsoft/phi-3-medium-4k-instruct,logical_fallacies,-0.01218936167719753,0.05521472392638038,0.01
01-ai/yi-34b,microsoft/phi-3-medium-4k-instruct,management,-0.01218936167719753,0.029126213592233108,0.01
01-ai/yi-34b,microsoft/phi-3-medium-4k-instruct,marketing,-0.01218936167719753,0.017094017094017144,0.01
01-ai/yi-34b,microsoft/phi-3-medium-4k-instruct,moral_disputes,-0.01218936167719753,0.05780346820809246,0.01
01-ai/yi-34b,microsoft/phi-3-medium-4k-instruct,nutrition,-0.01218936167719753,0.0326797385620915,0.01
01-ai/yi-34b,microsoft/phi-3-medium-4k-instruct,philosophy,-0.01218936167719753,0.016077170418006492,0.01
01-ai/yi-34b,microsoft/phi-3-medium-4k-instruct,professional_accounting,-0.01218936167719753,0.014184397163120588,0.01
01-ai/yi-34b,microsoft/phi-3-medium-4k-instruct,virology,-0.01218936167719753,0.01807228915662651,0.01
01-ai/yi-34b,microsoft/phi-3-medium-4k-instruct,world_religions,-0.01218936167719753,0.011695906432748537,0.01
01-ai/yi-34b,mistralai/mixtral-8x22b,astronomy,-0.015871261667280034,0.019736842105263164,0.01
01-ai/yi-34b,mistralai/mixtral-8x22b,business_ethics,-0.015871261667280034,0.010000000000000009,0.01
01-ai/yi-34b,mistralai/mixtral-8x22b,electrical_engineering,-0.015871261667280034,0.01379310344827589,0.01
01-ai/yi-34b,mistralai/mixtral-8x22b,elementary_mathematics,-0.015871261667280034,0.034391534391534306,0.01
01-ai/yi-34b,mistralai/mixtral-8x22b,high_school_european_history,-0.015871261667280034,0.018181818181818188,0.01
01-ai/yi-34b,mistralai/mixtral-8x22b,high_school_world_history,-0.015871261667280034,0.012658227848101333,0.01
01-ai/yi-34b,mistralai/mixtral-8x22b,jurisprudence,-0.015871261667280034,0.04629629629629628,0.01
01-ai/yi-34b,mistralai/mixtral-8x22b,marketing,-0.015871261667280034,0.021367521367521403,0.01
01-ai/yi-34b,mistralai/mixtral-8x22b,medical_genetics,-0.015871261667280034,0.020000000000000018,0.01
01-ai/yi-34b,mistralai/mixtral-8x22b,professional_accounting,-0.015871261667280034,0.05319148936170215,0.01
01-ai/yi-34b,mistralai/mixtral-8x7b-32kseqlen,college_computer_science,0.04507485878114914,-0.040000000000000036,0.01
01-ai/yi-34b,mistralai/mixtral-8x7b-32kseqlen,econometrics,0.04507485878114914,-0.01754385964912275,0.01
01-ai/yi-34b,mistralai/mixtral-8x7b-32kseqlen,us_foreign_policy,0.04507485878114914,-0.020000000000000018,0.01
01-ai/yi-34b,qwen/qwen1.5-14b,computer_security,0.07589015494337781,-0.010000000000000009,0.01
01-ai/yi-34b,qwen/qwen1.5-32b,business_ethics,0.017999691492938674,-0.020000000000000018,0.01
01-ai/yi-34b,qwen/qwen1.5-32b,college_mathematics,0.017999691492938674,-0.040000000000000036,0.01
01-ai/yi-34b,qwen/qwen1.5-32b,college_medicine,0.017999691492938674,-0.05780346820809246,0.01
01-ai/yi-34b,qwen/qwen1.5-32b,elementary_mathematics,0.017999691492938674,-0.029100529100529182,0.01
01-ai/yi-34b,qwen/qwen1.5-32b,high_school_computer_science,0.017999691492938674,-0.030000000000000027,0.01
01-ai/yi-34b,qwen/qwen1.5-32b,high_school_geography,0.017999691492938674,-0.010101010101010166,0.01
01-ai/yi-34b,qwen/qwen1.5-32b,high_school_mathematics,0.017999691492938674,-0.033333333333333326,0.01
01-ai/yi-34b,qwen/qwen1.5-32b,high_school_physics,0.017999691492938674,-0.013245033112582849,0.01
01-ai/yi-34b,qwen/qwen1.5-32b,high_school_statistics,0.017999691492938674,-0.02314814814814814,0.01
01-ai/yi-34b,qwen/qwen1.5-32b,machine_learning,0.017999691492938674,-0.0357142857142857,0.01
01-ai/yi-34b,qwen/qwen1.5-72b,anatomy,-0.011588645195631964,0.014814814814814836,0.01
01-ai/yi-34b,qwen/qwen1.5-72b,astronomy,-0.011588645195631964,0.0328947368421052,0.01
01-ai/yi-34b,qwen/qwen1.5-72b,college_chemistry,-0.011588645195631964,0.020000000000000018,0.01
01-ai/yi-34b,qwen/qwen1.5-72b,computer_security,-0.011588645195631964,0.019999999999999907,0.01
01-ai/yi-34b,qwen/qwen1.5-72b,econometrics,-0.011588645195631964,0.04385964912280704,0.01
01-ai/yi-34b,qwen/qwen1.5-72b,high_school_microeconomics,-0.011588645195631964,0.025210084033613356,0.01
01-ai/yi-34b,qwen/qwen1.5-72b,jurisprudence,-0.011588645195631964,0.07407407407407407,0.01
01-ai/yi-34b,qwen/qwen1.5-72b,logical_fallacies,-0.011588645195631964,0.030674846625766916,0.01
01-ai/yi-34b,qwen/qwen1.5-72b,management,-0.011588645195631964,0.03883495145631077,0.01
01-ai/yi-34b,qwen/qwen1.5-72b,professional_accounting,-0.011588645195631964,0.04255319148936165,0.01
01-ai/yi-34b,qwen/qwen1.5-72b,professional_psychology,-0.011588645195631964,0.02614379084967322,0.01
01-ai/yi-34b,qwen/qwen2-72b-instruct,international_law,-0.06117497648283898,0.016528925619834656,0.01
01-ai/yi-34b,qwen/qwen2-72b-instruct,jurisprudence,-0.06117497648283898,0.02777777777777779,0.01
01-ai/yi-34b,qwen/qwen2-72b-instruct,virology,-0.06117497648283898,0.012048192771084376,0.01
01-ai/yi-34b,qwen/qwen2-72b-instruct,world_religions,-0.06117497648283898,0.029239766081871288,0.01
01-ai/yi-34b,qwen/qwen2.5-72b-instruct-turbo,international_law,-0.07139387958347332,0.016528925619834656,0.01
01-ai/yi-34b,qwen/qwen2.5-72b-instruct-turbo,jurisprudence,-0.07139387958347332,0.02777777777777779,0.01
01-ai/yi-34b,qwen/qwen2.5-7b-instruct-turbo,abstract_algebra,0.03362041077029265,-0.08999999999999997,0.01
01-ai/yi-34b,qwen/qwen2.5-7b-instruct-turbo,business_ethics,0.03362041077029265,-0.06999999999999995,0.01
01-ai/yi-34b,qwen/qwen2.5-7b-instruct-turbo,college_computer_science,0.03362041077029265,-0.040000000000000036,0.01
01-ai/yi-34b,qwen/qwen2.5-7b-instruct-turbo,econometrics,0.03362041077029265,-0.05263157894736836,0.01
01-ai/yi-34b,qwen/qwen2.5-7b-instruct-turbo,formal_logic,0.03362041077029265,-0.03968253968253965,0.01
01-ai/yi-34b,qwen/qwen2.5-7b-instruct-turbo,high_school_mathematics,0.03362041077029265,-0.059259259259259234,0.01
01-ai/yi-34b,qwen/qwen2.5-7b-instruct-turbo,high_school_microeconomics,0.03362041077029265,-0.02941176470588236,0.01
01-ai/yi-34b,qwen/qwen2.5-7b-instruct-turbo,high_school_physics,0.03362041077029265,-0.05960264900662249,0.01
01-ai/yi-34b,qwen/qwen2.5-7b-instruct-turbo,high_school_statistics,0.03362041077029265,-0.03703703703703709,0.01
01-ai/yi-34b,snowflake/snowflake-arctic-instruct,computer_security,0.08575844498150242,-0.010000000000000009,0.01
01-ai/yi-6b,01-ai/yi-large-preview,college_mathematics,-0.15317148015293092,0.010000000000000009,0.01
01-ai/yi-6b,01-ai/yi-large-preview,us_foreign_policy,-0.15317148015293092,0.020000000000000018,0.01
01-ai/yi-6b,allenai/olmo-1.7-7b,abstract_algebra,0.10238746205768512,-0.030000000000000027,0.01
01-ai/yi-6b,allenai/olmo-1.7-7b,college_chemistry,0.10238746205768512,-0.02999999999999997,0.01
01-ai/yi-6b,allenai/olmo-1.7-7b,college_mathematics,0.10238746205768512,-0.010000000000000009,0.01
01-ai/yi-6b,allenai/olmo-1.7-7b,econometrics,0.10238746205768512,-0.05263157894736842,0.01
01-ai/yi-6b,databricks/dbrx-instruct,public_relations,-0.10095259588591776,0.027272727272727226,0.01
01-ai/yi-6b,deepseek-ai/deepseek-llm-67b-chat,college_physics,-0.08498259458164459,0.05882352941176472,0.01
01-ai/yi-6b,deepseek-ai/deepseek-llm-67b-chat,medical_genetics,-0.08498259458164459,0.040000000000000036,0.01
01-ai/yi-6b,deepseek-ai/deepseek-llm-67b-chat,public_relations,-0.08498259458164459,0.018181818181818188,0.01
01-ai/yi-6b,google/gemma-2-9b,moral_scenarios,-0.08128397795966902,0.040223463687150796,0.01
01-ai/yi-6b,google/gemma-7b,abstract_algebra,-0.0211362063715117,0.019999999999999962,0.01
01-ai/yi-6b,google/gemma-7b,anatomy,-0.0211362063715117,0.03703703703703698,0.01
01-ai/yi-6b,google/gemma-7b,business_ethics,-0.0211362063715117,0.020000000000000018,0.01
01-ai/yi-6b,google/gemma-7b,college_mathematics,-0.0211362063715117,0.02999999999999997,0.01
01-ai/yi-6b,google/gemma-7b,electrical_engineering,-0.0211362063715117,0.03448275862068961,0.01
01-ai/yi-6b,google/gemma-7b,global_facts,-0.0211362063715117,0.010000000000000009,0.01
01-ai/yi-6b,google/gemma-7b,high_school_computer_science,-0.0211362063715117,0.010000000000000009,0.01
01-ai/yi-6b,google/gemma-7b,high_school_government_and_politics,-0.0211362063715117,0.015544041450777257,0.01
01-ai/yi-6b,google/gemma-7b,high_school_microeconomics,-0.0211362063715117,0.05882352941176472,0.01
01-ai/yi-6b,google/gemma-7b,human_sexuality,-0.0211362063715117,0.03053435114503822,0.01
01-ai/yi-6b,google/gemma-7b,jurisprudence,-0.0211362063715117,0.02777777777777779,0.01
01-ai/yi-6b,google/gemma-7b,logical_fallacies,-0.0211362063715117,0.036809815950920255,0.01
01-ai/yi-6b,google/gemma-7b,medical_genetics,-0.0211362063715117,0.07000000000000006,0.01
01-ai/yi-6b,google/gemma-7b,moral_disputes,-0.0211362063715117,0.011560693641618491,0.01
01-ai/yi-6b,google/gemma-7b,public_relations,-0.0211362063715117,0.036363636363636376,0.01
01-ai/yi-6b,meta/llama-2-13b,moral_scenarios,0.08590459993542421,-0.07150837988826819,0.01
01-ai/yi-6b,meta/llama-2-13b,virology,0.08590459993542421,-0.02409638554216864,0.01
01-ai/yi-6b,meta/llama-2-70b,college_physics,-0.05540324559426146,0.05882352941176472,0.01
01-ai/yi-6b,meta/llama-2-70b,electrical_engineering,-0.05540324559426146,0.027586206896551668,0.01
01-ai/yi-6b,meta/llama-2-70b,elementary_mathematics,-0.05540324559426146,0.031746031746031744,0.01
01-ai/yi-6b,meta/llama-2-70b,medical_genetics,-0.05540324559426146,0.050000000000000044,0.01
01-ai/yi-6b,meta/llama-3-8b,business_ethics,-0.027577343807627663,0.020000000000000018,0.01
01-ai/yi-6b,meta/llama-3-8b,college_mathematics,-0.027577343807627663,0.020000000000000018,0.01
01-ai/yi-6b,meta/llama-3-8b,conceptual_physics,-0.027577343807627663,0.06382978723404253,0.01
01-ai/yi-6b,meta/llama-3-8b,elementary_mathematics,-0.027577343807627663,0.026455026455026454,0.01
01-ai/yi-6b,meta/llama-3-8b,global_facts,-0.027577343807627663,0.08999999999999997,0.01
01-ai/yi-6b,meta/llama-3-8b,high_school_computer_science,-0.027577343807627663,0.010000000000000009,0.01
01-ai/yi-6b,meta/llama-3-8b,high_school_geography,-0.027577343807627663,0.010101010101010055,0.01
01-ai/yi-6b,meta/llama-3-8b,high_school_government_and_politics,-0.027577343807627663,0.025906735751295318,0.01
01-ai/yi-6b,meta/llama-3-8b,high_school_microeconomics,-0.027577343807627663,0.01680672268907568,0.01
01-ai/yi-6b,meta/llama-3-8b,human_sexuality,-0.027577343807627663,0.01526717557251911,0.01
01-ai/yi-6b,meta/llama-3-8b,jurisprudence,-0.027577343807627663,0.05555555555555558,0.01
01-ai/yi-6b,meta/llama-3-8b,logical_fallacies,-0.027577343807627663,0.024539877300613577,0.01
01-ai/yi-6b,meta/llama-3-8b,moral_disputes,-0.027577343807627663,0.014450867052023142,0.01
01-ai/yi-6b,meta/llama-3-8b,professional_law,-0.027577343807627663,0.01564537157757495,0.01
01-ai/yi-6b,meta/llama-3-8b,world_religions,-0.027577343807627663,0.01754385964912286,0.01
01-ai/yi-6b,meta/llama-3.1-8b-instruct-turbo,college_biology,0.07942843186931214,-0.06944444444444442,0.01
01-ai/yi-6b,meta/llama-3.1-8b-instruct-turbo,college_medicine,0.07942843186931214,-0.01734104046242768,0.01
01-ai/yi-6b,meta/llama-3.1-8b-instruct-turbo,high_school_chemistry,0.07942843186931214,-0.03448275862068961,0.01
01-ai/yi-6b,meta/llama-3.1-8b-instruct-turbo,high_school_macroeconomics,0.07942843186931214,-0.033333333333333326,0.01
01-ai/yi-6b,meta/llama-3.1-8b-instruct-turbo,high_school_physics,0.07942843186931214,-0.019867549668874163,0.01
01-ai/yi-6b,meta/llama-3.1-8b-instruct-turbo,moral_scenarios,0.07942843186931214,-0.03240223463687153,0.01
01-ai/yi-6b,meta/llama-3.1-8b-instruct-turbo,prehistory,0.07942843186931214,-0.015432098765432167,0.01
01-ai/yi-6b,meta/llama-3.2-11b-vision-instruct-turbo,college_biology,0.07497762963102306,-0.08333333333333326,0.01
01-ai/yi-6b,meta/llama-3.2-11b-vision-instruct-turbo,college_medicine,0.07497762963102306,-0.046242774566473965,0.01
01-ai/yi-6b,meta/llama-3.2-11b-vision-instruct-turbo,econometrics,0.07497762963102306,-0.04385964912280704,0.01
01-ai/yi-6b,meta/llama-3.2-11b-vision-instruct-turbo,high_school_chemistry,0.07497762963102306,-0.03448275862068961,0.01
01-ai/yi-6b,meta/llama-3.2-11b-vision-instruct-turbo,high_school_macroeconomics,0.07497762963102306,-0.023076923076922995,0.01
01-ai/yi-6b,meta/llama-3.2-11b-vision-instruct-turbo,nutrition,0.07497762963102306,-0.013071895424836555,0.01
01-ai/yi-6b,meta/llama-3.2-11b-vision-instruct-turbo,prehistory,0.07497762963102306,-0.030864197530864224,0.01
01-ai/yi-6b,microsoft/phi-2,abstract_algebra,0.05581006354044171,-0.010000000000000009,0.01
01-ai/yi-6b,microsoft/phi-2,college_chemistry,0.05581006354044171,-0.02999999999999997,0.01
01-ai/yi-6b,microsoft/phi-2,college_mathematics,0.05581006354044171,-0.030000000000000027,0.01
01-ai/yi-6b,microsoft/phi-2,elementary_mathematics,0.05581006354044171,-0.010582010582010581,0.01
01-ai/yi-6b,microsoft/phi-2,high_school_mathematics,0.05581006354044171,-0.011111111111111127,0.01
01-ai/yi-6b,microsoft/phi-2,machine_learning,0.05581006354044171,-0.0892857142857143,0.01
01-ai/yi-6b,microsoft/phi-2,virology,0.05581006354044171,-0.01807228915662651,0.01
01-ai/yi-6b,microsoft/phi-3-small-8k-instruct,world_religions,-0.11671809883254292,0.011695906432748537,0.01
01-ai/yi-6b,mistralai/mistral-7b-instruct-v0.3,clinical_knowledge,0.04093442367458222,-0.026415094339622636,0.01
01-ai/yi-6b,mistralai/mistral-7b-instruct-v0.3,college_biology,0.04093442367458222,-0.01388888888888884,0.01
01-ai/yi-6b,mistralai/mistral-7b-instruct-v0.3,econometrics,0.04093442367458222,-0.07017543859649122,0.01
01-ai/yi-6b,mistralai/mistral-7b-instruct-v0.3,machine_learning,0.04093442367458222,-0.04464285714285715,0.01
01-ai/yi-6b,mistralai/mistral-7b-instruct-v0.3,moral_scenarios,0.04093442367458222,-0.05810055865921787,0.01
01-ai/yi-6b,mistralai/mistral-7b-instruct-v0.3,virology,0.04093442367458222,-0.01807228915662651,0.01
01-ai/yi-6b,mistralai/mistral-7b-v0.1,machine_learning,0.07430813779382395,-0.0267857142857143,0.01
01-ai/yi-6b,mistralai/mixtral-8x7b-32kseqlen,logical_fallacies,-0.0771938866151789,0.012269938650306789,0.01
01-ai/yi-6b,mistralai/mixtral-8x7b-32kseqlen,medical_genetics,-0.0771938866151789,0.010000000000000009,0.01
01-ai/yi-6b,mistralai/mixtral-8x7b-32kseqlen,public_relations,-0.0771938866151789,0.036363636363636376,0.01
01-ai/yi-6b,mistralai/open-mistral-nemo-2407,abstract_algebra,-0.013235170809947516,0.010000000000000009,0.01
01-ai/yi-6b,mistralai/open-mistral-nemo-2407,business_ethics,-0.013235170809947516,0.18000000000000005,0.01
01-ai/yi-6b,mistralai/open-mistral-nemo-2407,college_physics,-0.013235170809947516,0.04901960784313725,0.01
01-ai/yi-6b,mistralai/open-mistral-nemo-2407,electrical_engineering,-0.013235170809947516,0.13103448275862073,0.01
01-ai/yi-6b,mistralai/open-mistral-nemo-2407,elementary_mathematics,-0.013235170809947516,0.013227513227513255,0.01
01-ai/yi-6b,mistralai/open-mistral-nemo-2407,formal_logic,-0.013235170809947516,0.047619047619047616,0.01
01-ai/yi-6b,mistralai/open-mistral-nemo-2407,global_facts,-0.013235170809947516,0.02999999999999997,0.01
01-ai/yi-6b,mistralai/open-mistral-nemo-2407,high_school_chemistry,-0.013235170809947516,0.03448275862068967,0.01
01-ai/yi-6b,mistralai/open-mistral-nemo-2407,high_school_mathematics,-0.013235170809947516,0.01851851851851849,0.01
01-ai/yi-6b,mistralai/open-mistral-nemo-2407,human_sexuality,-0.013235170809947516,0.06106870229007644,0.01
01-ai/yi-6b,mistralai/open-mistral-nemo-2407,moral_disputes,-0.013235170809947516,0.040462427745664775,0.01
01-ai/yi-6b,mistralai/open-mistral-nemo-2407,nutrition,-0.013235170809947516,0.02941176470588236,0.01
01-ai/yi-6b,mistralai/open-mistral-nemo-2407,professional_psychology,-0.013235170809947516,0.08006535947712412,0.01
01-ai/yi-6b,mistralai/open-mistral-nemo-2407,sociology,-0.013235170809947516,0.10447761194029848,0.01
01-ai/yi-6b,mistralai/open-mistral-nemo-2407,world_religions,-0.013235170809947516,0.04678362573099415,0.01
01-ai/yi-6b,qwen/qwen1.5-14b,high_school_government_and_politics,-0.04637859045295023,0.025906735751295318,0.01
01-ai/yi-6b,qwen/qwen1.5-14b,jurisprudence,-0.04637859045295023,0.02777777777777779,0.01
01-ai/yi-6b,qwen/qwen1.5-14b,logical_fallacies,-0.04637859045295023,0.042944785276073705,0.01
01-ai/yi-6b,qwen/qwen1.5-14b,medical_genetics,-0.04637859045295023,0.010000000000000009,0.01
01-ai/yi-6b,qwen/qwen1.5-14b,public_relations,-0.04637859045295023,0.0636363636363636,0.01
01-ai/yi-6b,qwen/qwen1.5-32b,public_relations,-0.10426905390338936,0.05454545454545445,0.01
01-ai/yi-6b,qwen/qwen1.5-7b,abstract_algebra,0.014281716742390538,-0.09000000000000002,0.01
01-ai/yi-6b,qwen/qwen1.5-7b,business_ethics,0.014281716742390538,-0.019999999999999907,0.01
01-ai/yi-6b,qwen/qwen1.5-7b,clinical_knowledge,0.014281716742390538,-0.030188679245283012,0.01
01-ai/yi-6b,qwen/qwen1.5-7b,college_computer_science,0.014281716742390538,-0.08000000000000007,0.01
01-ai/yi-6b,qwen/qwen1.5-7b,college_physics,0.014281716742390538,-0.04901960784313725,0.01
01-ai/yi-6b,qwen/qwen1.5-7b,computer_security,0.014281716742390538,-0.030000000000000027,0.01
01-ai/yi-6b,qwen/qwen1.5-7b,econometrics,0.014281716742390538,-0.09649122807017546,0.01
01-ai/yi-6b,qwen/qwen1.5-7b,elementary_mathematics,0.014281716742390538,-0.047619047619047616,0.01
01-ai/yi-6b,qwen/qwen1.5-7b,high_school_chemistry,0.014281716742390538,-0.029556650246305383,0.01
01-ai/yi-6b,qwen/qwen1.5-7b,high_school_computer_science,0.014281716742390538,-0.04999999999999993,0.01
01-ai/yi-6b,qwen/qwen1.5-7b,high_school_mathematics,0.014281716742390538,-0.037037037037037035,0.01
01-ai/yi-6b,qwen/qwen1.5-7b,moral_scenarios,0.014281716742390538,-0.036871508379888285,0.01
01-ai/yi-6b,qwen/qwen1.5-7b,philosophy,0.014281716742390538,-0.012861736334405127,0.01
01-ai/yi-6b,qwen/qwen1.5-7b,virology,0.014281716742390538,-0.03614457831325302,0.01
