subject_a,subject_b,k,jaccard,ties_included_at_boundary
anatomy,high_school_macroeconomics,5,0.5,True
anatomy,high_school_macroeconomics,10,0.8181818181818182,True
anatomy,high_school_mathematics,1,1.0,True
anatomy,high_school_mathematics,3,0.25,True
anatomy,high_school_mathematics,5,0.5,True
anatomy,high_school_mathematics,10,0.3333333333333333,True
anatomy,high_school_microeconomics,1,1.0,True
anatomy,high_school_microeconomics,3,0.25,True
anatomy,high_school_microeconomics,5,0.6,True
anatomy,high_school_microeconomics,10,0.6666666666666666,True
anatomy,high_school_physics,1,1.0,True
anatomy,high_school_physics,3,0.3333333333333333,True
anatomy,high_school_physics,5,0.5,True
anatomy,high_school_physics,10,0.8181818181818182,True
anatomy,high_school_psychology,1,1.0,True
anatomy,high_school_psychology,3,0.25,True
anatomy,high_school_psychology,5,0.42857142857142855,True
anatomy,high_school_psychology,10,0.9,True
anatomy,high_school_statistics,1,1.0,True
anatomy,high_school_statistics,3,0.25,True
anatomy,high_school_statistics,5,0.8,True
anatomy,high_school_statistics,10,1.0,True
anatomy,high_school_us_history,1,1.0,True
anatomy,high_school_us_history,3,0.25,True
anatomy,high_school_us_history,5,0.125,True
anatomy,high_school_us_history,10,0.6666666666666666,True
anatomy,high_school_world_history,1,0.0,True
anatomy,high_school_world_history,3,0.0,True
anatomy,high_school_world_history,5,0.125,True
anatomy,high_school_world_history,10,0.7272727272727273,True
anatomy,human_aging,1,1.0,True
anatomy,human_aging,3,0.25,True
anatomy,human_aging,5,0.2857142857142857,True
anatomy,human_aging,10,0.7272727272727273,True
anatomy,human_sexuality,1,1.0,True
anatomy,human_sexuality,3,0.6666666666666666,True
anatomy,human_sexuality,5,0.3333333333333333,True
anatomy,human_sexuality,10,0.4,True
anatomy,international_law,1,0.0,True
anatomy,international_law,3,0.3333333333333333,True
anatomy,international_law,5,0.2857142857142857,True
anatomy,international_law,10,0.42857142857142855,True
anatomy,jurisprudence,1,0.0,True
anatomy,jurisprudence,3,0.25,True
anatomy,jurisprudence,5,0.125,True
anatomy,jurisprudence,10,0.5833333333333334,True
anatomy,logical_fallacies,1,0.0,True
anatomy,logical_fallacies,3,0.25,True
anatomy,logical_fallacies,5,0.5,True
anatomy,logical_fallacies,10,0.5384615384615384,True
anatomy,machine_learning,1,0.0,True
anatomy,machine_learning,3,0.25,True
anatomy,machine_learning,5,0.6,True
anatomy,machine_learning,10,0.6666666666666666,True
anatomy,management,1,0.0,True
anatomy,management,3,0.0,True
anatomy,management,5,0.14285714285714285,True
anatomy,management,10,0.6666666666666666,True
anatomy,marketing,1,0.0,True
anatomy,marketing,3,0.0,True
anatomy,marketing,5,0.5,True
anatomy,marketing,10,0.5833333333333334,True
anatomy,medical_genetics,1,1.0,True
anatomy,medical_genetics,3,0.25,True
anatomy,medical_genetics,5,0.5,True
anatomy,medical_genetics,10,0.7272727272727273,True
anatomy,miscellaneous,1,1.0,True
anatomy,miscellaneous,3,0.25,True
anatomy,miscellaneous,5,0.5,True
anatomy,miscellaneous,10,0.5833333333333334,True
anatomy,moral_disputes,1,1.0,True
anatomy,moral_disputes,3,0.3333333333333333,True
anatomy,moral_disputes,5,0.3333333333333333,True
anatomy,moral_disputes,10,1.0,True
anatomy,moral_scenarios,1,0.0,True
anatomy,moral_scenarios,3,0.0,True
anatomy,moral_scenarios,5,0.2857142857142857,True
anatomy,moral_scenarios,10,0.6666666666666666,True
anatomy,nutrition,1,0.0,True
anatomy,nutrition,3,0.25,True
anatomy,nutrition,5,0.2857142857142857,True
anatomy,nutrition,10,0.6666666666666666,True
anatomy,philosophy,1,1.0,True
anatomy,philosophy,3,0.25,True
anatomy,philosophy,5,0.2857142857142857,True
anatomy,philosophy,10,0.8181818181818182,True
anatomy,prehistory,1,0.0,True
anatomy,prehistory,3,0.25,True
anatomy,prehistory,5,0.5,True
anatomy,prehistory,10,0.8181818181818182,True
anatomy,professional_accounting,1,1.0,True
anatomy,professional_accounting,3,0.25,True
anatomy,professional_accounting,5,0.5,True
anatomy,professional_accounting,10,0.5833333333333334,True
anatomy,professional_law,1,1.0,True
anatomy,professional_law,3,0.25,True
anatomy,professional_law,5,0.5,True
anatomy,professional_law,10,0.6666666666666666,True
anatomy,professional_medicine,1,1.0,True
anatomy,professional_medicine,3,0.25,True
anatomy,professional_medicine,5,0.5,True
anatomy,professional_medicine,10,0.6666666666666666,True
anatomy,professional_psychology,1,1.0,True
anatomy,professional_psychology,3,0.25,True
anatomy,professional_psychology,5,0.5,True
anatomy,professional_psychology,10,0.8181818181818182,True
anatomy,public_relations,1,0.0,True
anatomy,public_relations,3,0.6666666666666666,True
anatomy,public_relations,5,0.8,True
anatomy,public_relations,10,0.2857142857142857,True
anatomy,security_studies,1,0.0,True
anatomy,security_studies,3,0.0,True
anatomy,security_studies,5,0.2857142857142857,True
anatomy,security_studies,10,0.6666666666666666,True
anatomy,sociology,1,1.0,True
anatomy,sociology,3,0.25,True
anatomy,sociology,5,0.5,True
anatomy,sociology,10,0.7272727272727273,True
anatomy,us_foreign_policy,1,0.0,True
anatomy,us_foreign_policy,3,0.0,True
anatomy,us_foreign_policy,5,0.125,True
anatomy,us_foreign_policy,10,0.35714285714285715,True
anatomy,virology,1,0.0,True
anatomy,virology,3,0.3333333333333333,True
anatomy,virology,5,0.3333333333333333,True
anatomy,virology,10,0.42857142857142855,True
anatomy,world_religions,1,0.0,True
anatomy,world_religions,3,0.3333333333333333,True
anatomy,world_religions,5,0.3333333333333333,True
anatomy,world_religions,10,0.6666666666666666,True
astronomy,business_ethics,1,0.0,True
astronomy,business_ethics,3,0.25,True
astronomy,business_ethics,5,0.42857142857142855,True
astronomy,business_ethics,10,0.5,True
astronomy,clinical_knowledge,1,0.0,True
astronomy,clinical_knowledge,3,0.25,True
astronomy,clinical_knowledge,5,0.5714285714285714,True
astronomy,clinical_knowledge,10,0.7272727272727273,True
astronomy,college_biology,1,0.0,True
astronomy,college_biology,3,0.0,True
astronomy,college_biology,5,0.6666666666666666,True
astronomy,college_biology,10,0.6666666666666666,True
astronomy,college_chemistry,1,1.0,True
astronomy,college_chemistry,3,0.3333333333333333,True
astronomy,college_chemistry,5,0.5714285714285714,True
astronomy,college_chemistry,10,0.6666666666666666,True
astronomy,college_computer_science,1,0.0,True
astronomy,college_computer_science,3,0.25,True
astronomy,college_computer_science,5,0.8333333333333334,True
astronomy,college_computer_science,10,0.7272727272727273,True
astronomy,college_mathematics,1,0.0,True
astronomy,college_mathematics,3,0.25,True
astronomy,college_mathematics,5,0.5714285714285714,True
astronomy,college_mathematics,10,0.5384615384615384,True
astronomy,college_medicine,1,0.0,True
astronomy,college_medicine,3,0.25,True
astronomy,college_medicine,5,0.5714285714285714,True
astronomy,college_medicine,10,0.42857142857142855,True
astronomy,college_physics,1,0.0,True
astronomy,college_physics,3,0.25,True
astronomy,college_physics,5,0.6666666666666666,True
astronomy,college_physics,10,0.46153846153846156,True
astronomy,computer_security,1,1.0,True
astronomy,computer_security,3,0.25,True
astronomy,computer_security,5,0.5714285714285714,True
astronomy,computer_security,10,0.35714285714285715,True
astronomy,conceptual_physics,1,0.0,True
astronomy,conceptual_physics,3,0.25,True
astronomy,conceptual_physics,5,0.5714285714285714,True
astronomy,conceptual_physics,10,0.8181818181818182,True
astronomy,econometrics,1,1.0,True
astronomy,econometrics,3,0.25,True
astronomy,econometrics,5,0.5714285714285714,True
astronomy,econometrics,10,0.7272727272727273,True
astronomy,electrical_engineering,1,0.0,True
astronomy,electrical_engineering,3,0.25,True
astronomy,electrical_engineering,5,0.6666666666666666,True
astronomy,electrical_engineering,10,0.6666666666666666,True
astronomy,elementary_mathematics,1,0.0,True
astronomy,elementary_mathematics,3,0.25,True
astronomy,elementary_mathematics,5,0.5714285714285714,True
astronomy,elementary_mathematics,10,0.5384615384615384,True
astronomy,formal_logic,1,0.0,True
astronomy,formal_logic,3,0.25,True
astronomy,formal_logic,5,0.6666666666666666,True
astronomy,formal_logic,10,0.6666666666666666,True
astronomy,global_facts,1,0.0,True
astronomy,global_facts,3,0.0,True
astronomy,global_facts,5,0.5714285714285714,True
astronomy,global_facts,10,0.46153846153846156,True
astronomy,high_school_biology,1,0.0,True
astronomy,high_school_biology,3,0.25,True
astronomy,high_school_biology,5,0.5,True
astronomy,high_school_biology,10,0.5833333333333334,True
astronomy,high_school_chemistry,1,0.0,True
astronomy,high_school_chemistry,3,0.25,True
astronomy,high_school_chemistry,5,0.6666666666666666,True
astronomy,high_school_chemistry,10,0.6666666666666666,True
astronomy,high_school_computer_science,1,1.0,True
astronomy,high_school_computer_science,3,0.25,True
astronomy,high_school_computer_science,5,0.5714285714285714,True
astronomy,high_school_computer_science,10,0.5384615384615384,True
astronomy,high_school_european_history,1,1.0,True
astronomy,high_school_european_history,3,0.2,True
astronomy,high_school_european_history,5,0.25,True
astronomy,high_school_european_history,10,0.6666666666666666,True
astronomy,high_school_geography,1,1.0,True
astronomy,high_school_geography,3,0.0,True
astronomy,high_school_geography,5,0.5,True
astronomy,high_school_geography,10,0.5833333333333334,True
astronomy,high_school_government_and_politics,1,1.0,True
astronomy,high_school_government_and_politics,3,0.3333333333333333,True
astronomy,high_school_government_and_politics,5,0.2,True
astronomy,high_school_government_and_politics,10,0.6153846153846154,True
astronomy,high_school_macroeconomics,1,0.0,True
astronomy,high_school_macroeconomics,3,0.25,True
astronomy,high_school_macroeconomics,5,0.5714285714285714,True
astronomy,high_school_macroeconomics,10,0.6666666666666666,True
astronomy,high_school_mathematics,1,0.0,True
astronomy,high_school_mathematics,3,0.25,True
astronomy,high_school_mathematics,5,0.5714285714285714,True
astronomy,high_school_mathematics,10,0.3333333333333333,True
astronomy,high_school_microeconomics,1,0.0,True
astronomy,high_school_microeconomics,3,0.25,True
astronomy,high_school_microeconomics,5,0.42857142857142855,True
astronomy,high_school_microeconomics,10,0.5384615384615384,True
astronomy,high_school_physics,1,0.0,True
astronomy,high_school_physics,3,0.0,True
astronomy,high_school_physics,5,0.8333333333333334,True
astronomy,high_school_physics,10,0.5384615384615384,True
astronomy,high_school_psychology,1,0.0,True
astronomy,high_school_psychology,3,0.25,True
astronomy,high_school_psychology,5,0.5,True
astronomy,high_school_psychology,10,0.5833333333333334,True
astronomy,high_school_statistics,1,0.0,True
astronomy,high_school_statistics,3,0.25,True
astronomy,high_school_statistics,5,0.375,True
astronomy,high_school_statistics,10,0.6666666666666666,True
astronomy,high_school_us_history,1,0.0,True
astronomy,high_school_us_history,3,0.0,True
astronomy,high_school_us_history,5,0.5714285714285714,True
astronomy,high_school_us_history,10,0.6666666666666666,True
astronomy,high_school_world_history,1,1.0,True
astronomy,high_school_world_history,3,0.0,True
astronomy,high_school_world_history,5,0.5714285714285714,True
astronomy,high_school_world_history,10,0.7272727272727273,True
astronomy,human_aging,1,0.0,True
astronomy,human_aging,3,0.0,True
astronomy,human_aging,5,0.5714285714285714,True
astronomy,human_aging,10,0.5833333333333334,True
astronomy,human_sexuality,1,0.0,True
astronomy,human_sexuality,3,0.25,True
astronomy,human_sexuality,5,0.25,True
astronomy,human_sexuality,10,0.5,True
astronomy,international_law,1,1.0,True
astronomy,international_law,3,0.0,True
astronomy,international_law,5,0.375,True
astronomy,international_law,10,0.5384615384615384,True
astronomy,jurisprudence,1,1.0,True
astronomy,jurisprudence,3,0.0,True
astronomy,jurisprudence,5,0.2222222222222222,True
astronomy,jurisprudence,10,0.5833333333333334,True
astronomy,logical_fallacies,1,0.0,True
astronomy,logical_fallacies,3,0.25,True
astronomy,logical_fallacies,5,0.5714285714285714,True
astronomy,logical_fallacies,10,0.5384615384615384,True
astronomy,machine_learning,1,0.0,True
astronomy,machine_learning,3,0.25,True
astronomy,machine_learning,5,0.6666666666666666,True
astronomy,machine_learning,10,0.5384615384615384,True
astronomy,management,1,1.0,True
astronomy,management,3,0.2,True
astronomy,management,5,0.42857142857142855,True
astronomy,management,10,0.5384615384615384,True
astronomy,marketing,1,0.0,True
astronomy,marketing,3,0.6666666666666666,True
astronomy,marketing,5,0.5714285714285714,True
astronomy,marketing,10,0.46153846153846156,True
astronomy,medical_genetics,1,0.0,True
astronomy,medical_genetics,3,0.0,True
astronomy,medical_genetics,5,0.5714285714285714,True
astronomy,medical_genetics,10,0.5833333333333334,True
astronomy,miscellaneous,1,0.0,True
astronomy,miscellaneous,3,0.25,True
astronomy,miscellaneous,5,0.5714285714285714,True
astronomy,miscellaneous,10,0.5833333333333334,True
astronomy,moral_disputes,1,0.0,True
astronomy,moral_disputes,3,0.0,True
astronomy,moral_disputes,5,0.42857142857142855,True
astronomy,moral_disputes,10,0.6666666666666666,True
astronomy,moral_scenarios,1,0.0,True
astronomy,moral_scenarios,3,0.0,True
astronomy,moral_scenarios,5,0.375,True
astronomy,moral_scenarios,10,0.6666666666666666,True
