control,flaw_class,severity,seed,method,positive_count,AUPRC,AUROC,precision_at_k,interpretation
TRUE_FLAW_ABLATION,AMBIGUITY,0.4,8103,WITHOUT_DIFFICULTY_CORRECTION,36,0.10626234503198465,0.31998910675381265,0.027777777777777776,EXPLORATORY_DEVELOPMENT_NOT_CONFIRMATORY_EVIDENCE
TRUE_FLAW_ABLATION,AMBIGUITY,0.4,8103,WITHOUT_DUPLICATE,36,0.13789984648652373,0.42163671023965144,0.1111111111111111,EXPLORATORY_DEVELOPMENT_NOT_CONFIRMATORY_EVIDENCE
TRUE_FLAW_ABLATION,AMBIGUITY,0.4,8103,WITHOUT_FAMILY_BALANCING,36,0.13789984648652373,0.42163671023965144,0.1111111111111111,EXPLORATORY_DEVELOPMENT_NOT_CONFIRMATORY_EVIDENCE
TRUE_FLAW_ABLATION,AMBIGUITY,0.4,8103,WITHOUT_MISSINGNESS,36,0.13789984648652373,0.42163671023965144,0.1111111111111111,EXPLORATORY_DEVELOPMENT_NOT_CONFIRMATORY_EVIDENCE
TRUE_FLAW_ABLATION,AMBIGUITY,0.4,8103,WITHOUT_NEGATIVE_DISCRIMINATION,36,0.13771334845773342,0.42007080610021785,0.1111111111111111,EXPLORATORY_DEVELOPMENT_NOT_CONFIRMATORY_EVIDENCE
TRUE_FLAW_ABLATION,AMBIGUITY,0.4,8103,WITHOUT_SUBJECT_RESIDUAL,36,0.16553117699127887,0.4483251633986928,0.1111111111111111,EXPLORATORY_DEVELOPMENT_NOT_CONFIRMATORY_EVIDENCE
TRUE_FLAW_ABLATION,AMBIGUITY,0.4,8104,WITHOUT_DIFFICULTY_CORRECTION,36,0.10404689259421772,0.2947984749455338,0.05555555555555555,EXPLORATORY_DEVELOPMENT_NOT_CONFIRMATORY_EVIDENCE
TRUE_FLAW_ABLATION,AMBIGUITY,0.4,8104,WITHOUT_DUPLICATE,36,0.12470335661584978,0.3844635076252723,0.0,EXPLORATORY_DEVELOPMENT_NOT_CONFIRMATORY_EVIDENCE
TRUE_FLAW_ABLATION,AMBIGUITY,0.4,8104,WITHOUT_FAMILY_BALANCING,36,0.12470335661584978,0.3844635076252723,0.0,EXPLORATORY_DEVELOPMENT_NOT_CONFIRMATORY_EVIDENCE
TRUE_FLAW_ABLATION,AMBIGUITY,0.4,8104,WITHOUT_MISSINGNESS,36,0.12470335661584978,0.3844635076252723,0.0,EXPLORATORY_DEVELOPMENT_NOT_CONFIRMATORY_EVIDENCE
TRUE_FLAW_ABLATION,AMBIGUITY,0.4,8104,WITHOUT_NEGATIVE_DISCRIMINATION,36,0.12354686538619972,0.37888071895424835,0.0,EXPLORATORY_DEVELOPMENT_NOT_CONFIRMATORY_EVIDENCE
TRUE_FLAW_ABLATION,AMBIGUITY,0.4,8104,WITHOUT_SUBJECT_RESIDUAL,36,0.1550356506238859,0.4423338779956427,0.1111111111111111,EXPLORATORY_DEVELOPMENT_NOT_CONFIRMATORY_EVIDENCE
TRUE_FLAW_ABLATION,AMBIGUITY,0.4,8105,WITHOUT_DIFFICULTY_CORRECTION,36,0.12158404324533822,0.4059776688453159,0.027777777777777776,EXPLORATORY_DEVELOPMENT_NOT_CONFIRMATORY_EVIDENCE
TRUE_FLAW_ABLATION,AMBIGUITY,0.4,8105,WITHOUT_DUPLICATE,36,0.16495515861858268,0.49611928104575165,0.1388888888888889,EXPLORATORY_DEVELOPMENT_NOT_CONFIRMATORY_EVIDENCE
TRUE_FLAW_ABLATION,AMBIGUITY,0.4,8105,WITHOUT_FAMILY_BALANCING,36,0.16495515861858268,0.49611928104575165,0.1388888888888889,EXPLORATORY_DEVELOPMENT_NOT_CONFIRMATORY_EVIDENCE
TRUE_FLAW_ABLATION,AMBIGUITY,0.4,8105,WITHOUT_MISSINGNESS,36,0.16495515861858268,0.49611928104575165,0.1388888888888889,EXPLORATORY_DEVELOPMENT_NOT_CONFIRMATORY_EVIDENCE
TRUE_FLAW_ABLATION,AMBIGUITY,0.4,8105,WITHOUT_NEGATIVE_DISCRIMINATION,36,0.16473020388938925,0.4957107843137255,0.1388888888888889,EXPLORATORY_DEVELOPMENT_NOT_CONFIRMATORY_EVIDENCE
TRUE_FLAW_ABLATION,AMBIGUITY,0.4,8105,WITHOUT_SUBJECT_RESIDUAL,36,0.1622295801134895,0.5157271241830066,0.16666666666666666,EXPLORATORY_DEVELOPMENT_NOT_CONFIRMATORY_EVIDENCE
TRUE_FLAW_ABLATION,AMBIGUITY,0.7,8101,WITHOUT_DIFFICULTY_CORRECTION,36,0.10155882159384802,0.2866285403050109,0.027777777777777776,EXPLORATORY_DEVELOPMENT_NOT_CONFIRMATORY_EVIDENCE
TRUE_FLAW_ABLATION,AMBIGUITY,0.7,8101,WITHOUT_DUPLICATE,36,0.13511505477218086,0.43001089324618735,0.08333333333333333,EXPLORATORY_DEVELOPMENT_NOT_CONFIRMATORY_EVIDENCE
TRUE_FLAW_ABLATION,AMBIGUITY,0.7,8101,WITHOUT_FAMILY_BALANCING,36,0.13511505477218086,0.43001089324618735,0.08333333333333333,EXPLORATORY_DEVELOPMENT_NOT_CONFIRMATORY_EVIDENCE
TRUE_FLAW_ABLATION,AMBIGUITY,0.7,8101,WITHOUT_MISSINGNESS,36,0.13511505477218086,0.43001089324618735,0.08333333333333333,EXPLORATORY_DEVELOPMENT_NOT_CONFIRMATORY_EVIDENCE
TRUE_FLAW_ABLATION,AMBIGUITY,0.7,8101,WITHOUT_NEGATIVE_DISCRIMINATION,36,0.12906824574088807,0.4080201525054466,0.05555555555555555,EXPLORATORY_DEVELOPMENT_NOT_CONFIRMATORY_EVIDENCE
TRUE_FLAW_ABLATION,AMBIGUITY,0.7,8101,WITHOUT_SUBJECT_RESIDUAL,36,0.30451388888888886,0.573869825708061,0.2777777777777778,EXPLORATORY_DEVELOPMENT_NOT_CONFIRMATORY_EVIDENCE
TRUE_FLAW_ABLATION,AMBIGUITY,0.7,8102,WITHOUT_DIFFICULTY_CORRECTION,36,0.11628072197682422,0.3813316993464052,0.0,EXPLORATORY_DEVELOPMENT_NOT_CONFIRMATORY_EVIDENCE
TRUE_FLAW_ABLATION,AMBIGUITY,0.7,8102,WITHOUT_DUPLICATE,36,0.16816413900622168,0.5740740740740741,0.08333333333333333,EXPLORATORY_DEVELOPMENT_NOT_CONFIRMATORY_EVIDENCE
TRUE_FLAW_ABLATION,AMBIGUITY,0.7,8102,WITHOUT_FAMILY_BALANCING,36,0.16816413900622168,0.5740740740740741,0.08333333333333333,EXPLORATORY_DEVELOPMENT_NOT_CONFIRMATORY_EVIDENCE
TRUE_FLAW_ABLATION,AMBIGUITY,0.7,8102,WITHOUT_MISSINGNESS,36,0.16816413900622168,0.5740740740740741,0.08333333333333333,EXPLORATORY_DEVELOPMENT_NOT_CONFIRMATORY_EVIDENCE
TRUE_FLAW_ABLATION,AMBIGUITY,0.7,8102,WITHOUT_NEGATIVE_DISCRIMINATION,36,0.1667610824130592,0.5687636165577342,0.08333333333333333,EXPLORATORY_DEVELOPMENT_NOT_CONFIRMATORY_EVIDENCE
TRUE_FLAW_ABLATION,AMBIGUITY,0.7,8102,WITHOUT_SUBJECT_RESIDUAL,36,0.3536220043572985,0.5893246187363834,0.3055555555555556,EXPLORATORY_DEVELOPMENT_NOT_CONFIRMATORY_EVIDENCE
TRUE_FLAW_ABLATION,AMBIGUITY,0.7,8103,WITHOUT_DIFFICULTY_CORRECTION,36,0.10456546351225648,0.3063044662309368,0.0,EXPLORATORY_DEVELOPMENT_NOT_CONFIRMATORY_EVIDENCE
TRUE_FLAW_ABLATION,AMBIGUITY,0.7,8103,WITHOUT_DUPLICATE,36,0.1811592956461608,0.4966639433551198,0.19444444444444445,EXPLORATORY_DEVELOPMENT_NOT_CONFIRMATORY_EVIDENCE
TRUE_FLAW_ABLATION,AMBIGUITY,0.7,8103,WITHOUT_FAMILY_BALANCING,36,0.1811592956461608,0.4966639433551198,0.19444444444444445,EXPLORATORY_DEVELOPMENT_NOT_CONFIRMATORY_EVIDENCE
TRUE_FLAW_ABLATION,AMBIGUITY,0.7,8103,WITHOUT_MISSINGNESS,36,0.1811592956461608,0.4966639433551198,0.19444444444444445,EXPLORATORY_DEVELOPMENT_NOT_CONFIRMATORY_EVIDENCE
TRUE_FLAW_ABLATION,AMBIGUITY,0.7,8103,WITHOUT_NEGATIVE_DISCRIMINATION,36,0.1549864541161256,0.45574618736383443,0.1388888888888889,EXPLORATORY_DEVELOPMENT_NOT_CONFIRMATORY_EVIDENCE
TRUE_FLAW_ABLATION,AMBIGUITY,0.7,8103,WITHOUT_SUBJECT_RESIDUAL,36,0.3637737262737263,0.6150599128540305,0.3611111111111111,EXPLORATORY_DEVELOPMENT_NOT_CONFIRMATORY_EVIDENCE
TRUE_FLAW_ABLATION,AMBIGUITY,0.7,8104,WITHOUT_DIFFICULTY_CORRECTION,36,0.10804490752323895,0.3274782135076253,0.05555555555555555,EXPLORATORY_DEVELOPMENT_NOT_CONFIRMATORY_EVIDENCE
TRUE_FLAW_ABLATION,AMBIGUITY,0.7,8104,WITHOUT_DUPLICATE,36,0.13177513671461027,0.43967864923747274,0.05555555555555555,EXPLORATORY_DEVELOPMENT_NOT_CONFIRMATORY_EVIDENCE
TRUE_FLAW_ABLATION,AMBIGUITY,0.7,8104,WITHOUT_FAMILY_BALANCING,36,0.13177513671461027,0.43967864923747274,0.05555555555555555,EXPLORATORY_DEVELOPMENT_NOT_CONFIRMATORY_EVIDENCE
TRUE_FLAW_ABLATION,AMBIGUITY,0.7,8104,WITHOUT_MISSINGNESS,36,0.13177513671461027,0.43967864923747274,0.05555555555555555,EXPLORATORY_DEVELOPMENT_NOT_CONFIRMATORY_EVIDENCE
TRUE_FLAW_ABLATION,AMBIGUITY,0.7,8104,WITHOUT_NEGATIVE_DISCRIMINATION,36,0.13266615413666932,0.4453976034858388,0.05555555555555555,EXPLORATORY_DEVELOPMENT_NOT_CONFIRMATORY_EVIDENCE
TRUE_FLAW_ABLATION,AMBIGUITY,0.7,8104,WITHOUT_SUBJECT_RESIDUAL,36,0.1715247471332664,0.5357434640522876,0.20611916264090177,EXPLORATORY_DEVELOPMENT_NOT_CONFIRMATORY_EVIDENCE
TRUE_FLAW_ABLATION,AMBIGUITY,0.7,8105,WITHOUT_DIFFICULTY_CORRECTION,36,0.1111419815056506,0.35014978213507625,0.0,EXPLORATORY_DEVELOPMENT_NOT_CONFIRMATORY_EVIDENCE
TRUE_FLAW_ABLATION,AMBIGUITY,0.7,8105,WITHOUT_DUPLICATE,36,0.16277450592939377,0.5259395424836601,0.1388888888888889,EXPLORATORY_DEVELOPMENT_NOT_CONFIRMATORY_EVIDENCE
TRUE_FLAW_ABLATION,AMBIGUITY,0.7,8105,WITHOUT_FAMILY_BALANCING,36,0.16277450592939377,0.5259395424836601,0.1388888888888889,EXPLORATORY_DEVELOPMENT_NOT_CONFIRMATORY_EVIDENCE
TRUE_FLAW_ABLATION,AMBIGUITY,0.7,8105,WITHOUT_MISSINGNESS,36,0.16277450592939377,0.5259395424836601,0.1388888888888889,EXPLORATORY_DEVELOPMENT_NOT_CONFIRMATORY_EVIDENCE
TRUE_FLAW_ABLATION,AMBIGUITY,0.7,8105,WITHOUT_NEGATIVE_DISCRIMINATION,36,0.13030658478232066,0.4383169934640523,0.05555555555555555,EXPLORATORY_DEVELOPMENT_NOT_CONFIRMATORY_EVIDENCE
TRUE_FLAW_ABLATION,AMBIGUITY,0.7,8105,WITHOUT_SUBJECT_RESIDUAL,36,0.2988969485680012,0.6011029411764706,0.3055555555555556,EXPLORATORY_DEVELOPMENT_NOT_CONFIRMATORY_EVIDENCE
TRUE_FLAW_ABLATION,CORRELATED_MODEL_FAILURE,0.4,8101,WITHOUT_DIFFICULTY_CORRECTION,36,0.18454878591972887,0.5164079520697168,0.2222222222222222,EXPLORATORY_DEVELOPMENT_NOT_CONFIRMATORY_EVIDENCE
TRUE_FLAW_ABLATION,CORRELATED_MODEL_FAILURE,0.4,8101,WITHOUT_DUPLICATE,36,0.2005179298885542,0.5743464052287581,0.25,EXPLORATORY_DEVELOPMENT_NOT_CONFIRMATORY_EVIDENCE
TRUE_FLAW_ABLATION,CORRELATED_MODEL_FAILURE,0.4,8101,WITHOUT_FAMILY_BALANCING,36,0.19185168835748012,0.5720315904139434,0.25,EXPLORATORY_DEVELOPMENT_NOT_CONFIRMATORY_EVIDENCE
TRUE_FLAW_ABLATION,CORRELATED_MODEL_FAILURE,0.4,8101,WITHOUT_MISSINGNESS,36,0.19185168835748012,0.5720315904139434,0.25,EXPLORATORY_DEVELOPMENT_NOT_CONFIRMATORY_EVIDENCE
TRUE_FLAW_ABLATION,CORRELATED_MODEL_FAILURE,0.4,8101,WITHOUT_NEGATIVE_DISCRIMINATION,36,0.19188560724261267,0.5720315904139434,0.25,EXPLORATORY_DEVELOPMENT_NOT_CONFIRMATORY_EVIDENCE
TRUE_FLAW_ABLATION,CORRELATED_MODEL_FAILURE,0.4,8101,WITHOUT_SUBJECT_RESIDUAL,36,0.16365735682690835,0.5373093681917211,0.1388888888888889,EXPLORATORY_DEVELOPMENT_NOT_CONFIRMATORY_EVIDENCE
TRUE_FLAW_ABLATION,CORRELATED_MODEL_FAILURE,0.4,8102,WITHOUT_DIFFICULTY_CORRECTION,36,0.1288191459289803,0.4415849673202614,0.027777777777777776,EXPLORATORY_DEVELOPMENT_NOT_CONFIRMATORY_EVIDENCE
TRUE_FLAW_ABLATION,CORRELATED_MODEL_FAILURE,0.4,8102,WITHOUT_DUPLICATE,36,0.14625875082710116,0.5132080610021786,0.1388888888888889,EXPLORATORY_DEVELOPMENT_NOT_CONFIRMATORY_EVIDENCE
TRUE_FLAW_ABLATION,CORRELATED_MODEL_FAILURE,0.4,8102,WITHOUT_FAMILY_BALANCING,36,0.14625875082710116,0.5132080610021786,0.1388888888888889,EXPLORATORY_DEVELOPMENT_NOT_CONFIRMATORY_EVIDENCE
TRUE_FLAW_ABLATION,CORRELATED_MODEL_FAILURE,0.4,8102,WITHOUT_MISSINGNESS,36,0.14625875082710116,0.5132080610021786,0.1388888888888889,EXPLORATORY_DEVELOPMENT_NOT_CONFIRMATORY_EVIDENCE
TRUE_FLAW_ABLATION,CORRELATED_MODEL_FAILURE,0.4,8102,WITHOUT_NEGATIVE_DISCRIMINATION,36,0.1461897377146098,0.5130718954248366,0.1388888888888889,EXPLORATORY_DEVELOPMENT_NOT_CONFIRMATORY_EVIDENCE
TRUE_FLAW_ABLATION,CORRELATED_MODEL_FAILURE,0.4,8102,WITHOUT_SUBJECT_RESIDUAL,36,0.17136263194472454,0.51130174291939,0.19444444444444445,EXPLORATORY_DEVELOPMENT_NOT_CONFIRMATORY_EVIDENCE
TRUE_FLAW_ABLATION,CORRELATED_MODEL_FAILURE,0.4,8103,WITHOUT_DIFFICULTY_CORRECTION,36,0.14171638188037516,0.4755582788671024,0.1111111111111111,EXPLORATORY_DEVELOPMENT_NOT_CONFIRMATORY_EVIDENCE
TRUE_FLAW_ABLATION,CORRELATED_MODEL_FAILURE,0.4,8103,WITHOUT_DUPLICATE,36,0.1356377401137048,0.45635893246187365,0.08333333333333333,EXPLORATORY_DEVELOPMENT_NOT_CONFIRMATORY_EVIDENCE
TRUE_FLAW_ABLATION,CORRELATED_MODEL_FAILURE,0.4,8103,WITHOUT_FAMILY_BALANCING,36,0.1353558254779515,0.4409041394335512,0.08333333333333333,EXPLORATORY_DEVELOPMENT_NOT_CONFIRMATORY_EVIDENCE
TRUE_FLAW_ABLATION,CORRELATED_MODEL_FAILURE,0.4,8103,WITHOUT_MISSINGNESS,36,0.1353558254779515,0.4409041394335512,0.08333333333333333,EXPLORATORY_DEVELOPMENT_NOT_CONFIRMATORY_EVIDENCE
TRUE_FLAW_ABLATION,CORRELATED_MODEL_FAILURE,0.4,8103,WITHOUT_NEGATIVE_DISCRIMINATION,36,0.1353558254779515,0.4409041394335512,0.08333333333333333,EXPLORATORY_DEVELOPMENT_NOT_CONFIRMATORY_EVIDENCE
TRUE_FLAW_ABLATION,CORRELATED_MODEL_FAILURE,0.4,8103,WITHOUT_SUBJECT_RESIDUAL,36,0.13231970671319535,0.4542483660130719,0.08333333333333333,EXPLORATORY_DEVELOPMENT_NOT_CONFIRMATORY_EVIDENCE
TRUE_FLAW_ABLATION,CORRELATED_MODEL_FAILURE,0.4,8104,WITHOUT_DIFFICULTY_CORRECTION,36,0.1726872447552661,0.5640659041394336,0.1111111111111111,EXPLORATORY_DEVELOPMENT_NOT_CONFIRMATORY_EVIDENCE
TRUE_FLAW_ABLATION,CORRELATED_MODEL_FAILURE,0.4,8104,WITHOUT_DUPLICATE,36,0.16342733812375837,0.5302968409586056,0.16666666666666666,EXPLORATORY_DEVELOPMENT_NOT_CONFIRMATORY_EVIDENCE
TRUE_FLAW_ABLATION,CORRELATED_MODEL_FAILURE,0.4,8104,WITHOUT_FAMILY_BALANCING,36,0.16342733812375837,0.5302968409586056,0.16666666666666666,EXPLORATORY_DEVELOPMENT_NOT_CONFIRMATORY_EVIDENCE
TRUE_FLAW_ABLATION,CORRELATED_MODEL_FAILURE,0.4,8104,WITHOUT_MISSINGNESS,36,0.16342733812375837,0.5302968409586056,0.16666666666666666,EXPLORATORY_DEVELOPMENT_NOT_CONFIRMATORY_EVIDENCE
TRUE_FLAW_ABLATION,CORRELATED_MODEL_FAILURE,0.4,8104,WITHOUT_NEGATIVE_DISCRIMINATION,36,0.16342733812375837,0.5302968409586056,0.16666666666666666,EXPLORATORY_DEVELOPMENT_NOT_CONFIRMATORY_EVIDENCE
TRUE_FLAW_ABLATION,CORRELATED_MODEL_FAILURE,0.4,8104,WITHOUT_SUBJECT_RESIDUAL,36,0.15723432669001952,0.5052423747276689,0.19444444444444445,EXPLORATORY_DEVELOPMENT_NOT_CONFIRMATORY_EVIDENCE
TRUE_FLAW_ABLATION,CORRELATED_MODEL_FAILURE,0.4,8105,WITHOUT_DIFFICULTY_CORRECTION,36,0.15580766099398927,0.4664351851851852,0.19444444444444445,EXPLORATORY_DEVELOPMENT_NOT_CONFIRMATORY_EVIDENCE
TRUE_FLAW_ABLATION,CORRELATED_MODEL_FAILURE,0.4,8105,WITHOUT_DUPLICATE,36,0.15206194997053593,0.45949074074074076,0.16666666666666666,EXPLORATORY_DEVELOPMENT_NOT_CONFIRMATORY_EVIDENCE
TRUE_FLAW_ABLATION,CORRELATED_MODEL_FAILURE,0.4,8105,WITHOUT_FAMILY_BALANCING,36,0.15206194997053593,0.45949074074074076,0.16666666666666666,EXPLORATORY_DEVELOPMENT_NOT_CONFIRMATORY_EVIDENCE
TRUE_FLAW_ABLATION,CORRELATED_MODEL_FAILURE,0.4,8105,WITHOUT_MISSINGNESS,36,0.15206194997053593,0.45949074074074076,0.16666666666666666,EXPLORATORY_DEVELOPMENT_NOT_CONFIRMATORY_EVIDENCE
TRUE_FLAW_ABLATION,CORRELATED_MODEL_FAILURE,0.4,8105,WITHOUT_NEGATIVE_DISCRIMINATION,36,0.15206194997053593,0.45949074074074076,0.16666666666666666,EXPLORATORY_DEVELOPMENT_NOT_CONFIRMATORY_EVIDENCE
TRUE_FLAW_ABLATION,CORRELATED_MODEL_FAILURE,0.4,8105,WITHOUT_SUBJECT_RESIDUAL,36,0.1814274400969093,0.5684232026143791,0.2361111111111111,EXPLORATORY_DEVELOPMENT_NOT_CONFIRMATORY_EVIDENCE
TRUE_FLAW_ABLATION,CORRELATED_MODEL_FAILURE,0.7,8101,WITHOUT_DIFFICULTY_CORRECTION,36,0.24592464417057142,0.5727805010893247,0.2777777777777778,EXPLORATORY_DEVELOPMENT_NOT_CONFIRMATORY_EVIDENCE
TRUE_FLAW_ABLATION,CORRELATED_MODEL_FAILURE,0.7,8101,WITHOUT_DUPLICATE,36,0.14440057520367375,0.4931917211328976,0.1111111111111111,EXPLORATORY_DEVELOPMENT_NOT_CONFIRMATORY_EVIDENCE
TRUE_FLAW_ABLATION,CORRELATED_MODEL_FAILURE,0.7,8101,WITHOUT_FAMILY_BALANCING,36,0.14440057520367375,0.4931917211328976,0.1111111111111111,EXPLORATORY_DEVELOPMENT_NOT_CONFIRMATORY_EVIDENCE
TRUE_FLAW_ABLATION,CORRELATED_MODEL_FAILURE,0.7,8101,WITHOUT_MISSINGNESS,36,0.14440057520367375,0.4931917211328976,0.1111111111111111,EXPLORATORY_DEVELOPMENT_NOT_CONFIRMATORY_EVIDENCE
TRUE_FLAW_ABLATION,CORRELATED_MODEL_FAILURE,0.7,8101,WITHOUT_NEGATIVE_DISCRIMINATION,36,0.14440057520367375,0.4918300653594771,0.1111111111111111,EXPLORATORY_DEVELOPMENT_NOT_CONFIRMATORY_EVIDENCE
TRUE_FLAW_ABLATION,CORRELATED_MODEL_FAILURE,0.7,8101,WITHOUT_SUBJECT_RESIDUAL,36,0.14730636372615627,0.4675925925925926,0.1111111111111111,EXPLORATORY_DEVELOPMENT_NOT_CONFIRMATORY_EVIDENCE
TRUE_FLAW_ABLATION,CORRELATED_MODEL_FAILURE,0.7,8102,WITHOUT_DIFFICULTY_CORRECTION,36,0.14355493101408226,0.49169389978213507,0.08333333333333333,EXPLORATORY_DEVELOPMENT_NOT_CONFIRMATORY_EVIDENCE
TRUE_FLAW_ABLATION,CORRELATED_MODEL_FAILURE,0.7,8102,WITHOUT_DUPLICATE,36,0.2238660379509343,0.5863289760348583,0.3055555555555556,EXPLORATORY_DEVELOPMENT_NOT_CONFIRMATORY_EVIDENCE
TRUE_FLAW_ABLATION,CORRELATED_MODEL_FAILURE,0.7,8102,WITHOUT_FAMILY_BALANCING,36,0.2238660379509343,0.5863289760348583,0.3055555555555556,EXPLORATORY_DEVELOPMENT_NOT_CONFIRMATORY_EVIDENCE
TRUE_FLAW_ABLATION,CORRELATED_MODEL_FAILURE,0.7,8102,WITHOUT_MISSINGNESS,36,0.2238660379509343,0.5863289760348583,0.3055555555555556,EXPLORATORY_DEVELOPMENT_NOT_CONFIRMATORY_EVIDENCE
TRUE_FLAW_ABLATION,CORRELATED_MODEL_FAILURE,0.7,8102,WITHOUT_NEGATIVE_DISCRIMINATION,36,0.2206341076224505,0.5859885620915033,0.3055555555555556,EXPLORATORY_DEVELOPMENT_NOT_CONFIRMATORY_EVIDENCE
TRUE_FLAW_ABLATION,CORRELATED_MODEL_FAILURE,0.7,8102,WITHOUT_SUBJECT_RESIDUAL,36,0.1429875645277649,0.4368872549019608,0.1111111111111111,EXPLORATORY_DEVELOPMENT_NOT_CONFIRMATORY_EVIDENCE
TRUE_FLAW_ABLATION,CORRELATED_MODEL_FAILURE,0.7,8103,WITHOUT_DIFFICULTY_CORRECTION,36,0.1862805551649977,0.5379901960784313,0.19444444444444445,EXPLORATORY_DEVELOPMENT_NOT_CONFIRMATORY_EVIDENCE
TRUE_FLAW_ABLATION,CORRELATED_MODEL_FAILURE,0.7,8103,WITHOUT_DUPLICATE,36,0.14708391598701454,0.4941448801742919,0.1111111111111111,EXPLORATORY_DEVELOPMENT_NOT_CONFIRMATORY_EVIDENCE
TRUE_FLAW_ABLATION,CORRELATED_MODEL_FAILURE,0.7,8103,WITHOUT_FAMILY_BALANCING,36,0.144774530517081,0.47739651416122003,0.1111111111111111,EXPLORATORY_DEVELOPMENT_NOT_CONFIRMATORY_EVIDENCE
TRUE_FLAW_ABLATION,CORRELATED_MODEL_FAILURE,0.7,8103,WITHOUT_MISSINGNESS,36,0.144774530517081,0.47739651416122003,0.1111111111111111,EXPLORATORY_DEVELOPMENT_NOT_CONFIRMATORY_EVIDENCE
TRUE_FLAW_ABLATION,CORRELATED_MODEL_FAILURE,0.7,8103,WITHOUT_NEGATIVE_DISCRIMINATION,36,0.1452617553810993,0.4795070806100218,0.1111111111111111,EXPLORATORY_DEVELOPMENT_NOT_CONFIRMATORY_EVIDENCE
TRUE_FLAW_ABLATION,CORRELATED_MODEL_FAILURE,0.7,8103,WITHOUT_SUBJECT_RESIDUAL,36,0.19840947724886368,0.5514025054466231,0.25,EXPLORATORY_DEVELOPMENT_NOT_CONFIRMATORY_EVIDENCE
TRUE_FLAW_ABLATION,CORRELATED_MODEL_FAILURE,0.7,8104,WITHOUT_DIFFICULTY_CORRECTION,36,0.1465982971301884,0.4827750544662309,0.08333333333333333,EXPLORATORY_DEVELOPMENT_NOT_CONFIRMATORY_EVIDENCE
TRUE_FLAW_ABLATION,CORRELATED_MODEL_FAILURE,0.7,8104,WITHOUT_DUPLICATE,36,0.18169837712991405,0.5505855119825708,0.2222222222222222,EXPLORATORY_DEVELOPMENT_NOT_CONFIRMATORY_EVIDENCE
