item_id,diagnostic,diagnostic_score,standard_error,confidence_lower,confidence_upper,null_p_value,FDR_q_value,BY_q_value,bootstrap_stability,effect_size,subject,difficulty,claim_status
abstract_algebra::mmlu_abstract_algebra_id21,negative_discrimination,0.08245558466790413,0.20391773011270745,-0.38207849968511776,0.4311471607414323,0.2834331337325349,1.0,1.0,0.68,0.08245558466790413,abstract_algebra,0.1282051282051282,EXPLORATORY_ONLY
abstract_algebra::mmlu_abstract_algebra_id22,negative_discrimination,-0.3235311830522703,0.17158222768839576,-0.5954146313528791,0.04589301214558871,0.9760479041916168,1.0,1.0,0.044,-0.3235311830522703,abstract_algebra,0.5897435897435898,EXPLORATORY_ONLY
abstract_algebra::mmlu_abstract_algebra_id23,negative_discrimination,0.0815409409772817,0.09543631008022577,0.0,0.3106895086185259,0.24750499001996007,1.0,1.0,0.996,0.0815409409772817,abstract_algebra,0.02564102564102564,EXPLORATORY_ONLY
abstract_algebra::mmlu_abstract_algebra_id24,negative_discrimination,-0.39067174433445856,0.19413259407274963,-0.7733439769044945,-0.053660208774789574,0.9900199600798403,1.0,1.0,0.006,-0.39067174433445856,abstract_algebra,0.7435897435897436,EXPLORATORY_ONLY
abstract_algebra::mmlu_abstract_algebra_id25,negative_discrimination,-0.2613509632960824,0.21571397234286369,-0.6138918861766667,0.23462422440808695,0.93812375249501,1.0,1.0,0.144,-0.2613509632960824,abstract_algebra,0.717948717948718,EXPLORATORY_ONLY
abstract_algebra::mmlu_abstract_algebra_id26,negative_discrimination,-0.11032028699549819,0.20961572457765462,-0.5367977658686648,0.2557162742654008,0.7105788423153693,1.0,1.0,0.274,-0.11032028699549819,abstract_algebra,0.1282051282051282,EXPLORATORY_ONLY
abstract_algebra::mmlu_abstract_algebra_id27,negative_discrimination,-0.37013306243568517,0.19326193833371746,-0.7323197199507981,0.030259439709019398,0.9820359281437125,1.0,1.0,0.036,-0.37013306243568517,abstract_algebra,0.5641025641025641,EXPLORATORY_ONLY
abstract_algebra::mmlu_abstract_algebra_id28,negative_discrimination,-0.15917394398106832,0.19241818934492314,-0.5459410438389241,0.16347200207703022,0.8163672654690619,1.0,1.0,0.26,-0.15917394398106832,abstract_algebra,0.07692307692307693,EXPLORATORY_ONLY
abstract_algebra::mmlu_abstract_algebra_id29,negative_discrimination,-0.1340407728853241,0.16848268773180125,-0.3784260964990132,0.26225559362777073,0.782435129740519,1.0,1.0,0.214,-0.1340407728853241,abstract_algebra,0.2564102564102564,EXPLORATORY_ONLY
abstract_algebra::mmlu_abstract_algebra_id30,negative_discrimination,-0.25622730336997696,0.16895657376953577,-0.5236368733709637,0.12212125420233413,0.9401197604790419,1.0,1.0,0.062,-0.25622730336997696,abstract_algebra,0.41025641025641024,EXPLORATORY_ONLY
abstract_algebra::mmlu_abstract_algebra_id31,negative_discrimination,0.06312855668141942,0.22655595034279133,-0.3883362277325842,0.5083678639712754,0.3373253493013972,1.0,1.0,0.566,0.06312855668141942,abstract_algebra,0.3333333333333333,EXPLORATORY_ONLY
abstract_algebra::mmlu_abstract_algebra_id32,negative_discrimination,-0.44168413035718834,0.1149879061578657,-0.6543540290001493,-0.1831791049068663,0.998003992015968,1.0,1.0,0.004,-0.44168413035718834,abstract_algebra,0.3333333333333333,EXPLORATORY_ONLY
abstract_algebra::mmlu_abstract_algebra_id33,negative_discrimination,-0.2892394576957756,0.17027768012035402,-0.5407620508114706,0.07249184734801903,0.9600798403193613,1.0,1.0,0.072,-0.2892394576957756,abstract_algebra,0.46153846153846156,EXPLORATORY_ONLY
abstract_algebra::mmlu_abstract_algebra_id34,negative_discrimination,-0.7096124208902603,0.09993095412505701,-0.8469644564065855,-0.46626115084412084,1.0,1.0,1.0,0.002,-0.7096124208902603,abstract_algebra,0.7692307692307693,EXPLORATORY_ONLY
abstract_algebra::mmlu_abstract_algebra_id35,negative_discrimination,-0.510000997826298,0.15725751130470939,-0.7925268971085679,-0.19225627374601276,1.0,1.0,1.0,0.012,-0.510000997826298,abstract_algebra,0.7435897435897436,EXPLORATORY_ONLY
abstract_algebra::mmlu_abstract_algebra_id36,negative_discrimination,0.011657750558402838,0.20431849773108862,-0.3917604897304795,0.4007841705515286,0.437125748502994,1.0,1.0,0.5,0.011657750558402838,abstract_algebra,0.2564102564102564,EXPLORATORY_ONLY
abstract_algebra::mmlu_abstract_algebra_id37,negative_discrimination,-0.19450485034476378,0.2469618745907485,-0.6309079347302732,0.2961293958463485,0.8822355289421158,1.0,1.0,0.204,-0.19450485034476378,abstract_algebra,0.20512820512820512,EXPLORATORY_ONLY
abstract_algebra::mmlu_abstract_algebra_id38,negative_discrimination,-0.36931920664864587,0.14653722085324267,-0.6547232669110551,-0.06698118046494872,0.9940119760479041,1.0,1.0,0.01,-0.36931920664864587,abstract_algebra,0.2564102564102564,EXPLORATORY_ONLY
abstract_algebra::mmlu_abstract_algebra_id39,negative_discrimination,-0.6267118395850999,0.140426112370833,-0.8301549322330551,-0.27929596155925895,1.0,1.0,1.0,0.0,-0.6267118395850999,abstract_algebra,0.6153846153846154,EXPLORATORY_ONLY
abstract_algebra::mmlu_abstract_algebra_id40,negative_discrimination,0.5171574327021068,0.21480816000798206,0.0,0.8466069929331018,0.001996007984031936,0.3221602771468557,1.0,1.0,0.5171574327021068,abstract_algebra,0.10256410256410256,EXPLORATORY_ONLY
abstract_algebra::mmlu_abstract_algebra_id41,negative_discrimination,-0.6467923857167726,0.14633427489099113,-0.8393111515463646,-0.2909199771632449,1.0,1.0,1.0,0.01,-0.6467923857167726,abstract_algebra,0.6923076923076923,EXPLORATORY_ONLY
abstract_algebra::mmlu_abstract_algebra_id42,negative_discrimination,-0.567740438340543,0.18935618441653662,-0.8257066257563033,-0.08431738455595504,1.0,1.0,1.0,0.008,-0.567740438340543,abstract_algebra,0.5897435897435898,EXPLORATORY_ONLY
abstract_algebra::mmlu_abstract_algebra_id43,negative_discrimination,-0.041616936902243176,0.20342992258661505,-0.4113000112635776,0.3351552666655058,0.5808383233532934,1.0,1.0,0.408,-0.041616936902243176,abstract_algebra,0.4358974358974359,EXPLORATORY_ONLY
abstract_algebra::mmlu_abstract_algebra_id44,negative_discrimination,-0.29714683658195723,0.1637070727055439,-0.6270596986622472,-0.009944338692310945,0.9760479041916168,1.0,1.0,0.024,-0.29714683658195723,abstract_algebra,0.3076923076923077,EXPLORATORY_ONLY
abstract_algebra::mmlu_abstract_algebra_id45,negative_discrimination,-0.4836027942661786,0.27924421249540443,-0.8489549858456363,-0.0,1.0,1.0,1.0,0.174,-0.4836027942661786,abstract_algebra,0.9230769230769231,EXPLORATORY_ONLY
abstract_algebra::mmlu_abstract_algebra_id46,negative_discrimination,-0.3302701830129804,0.30011734833173276,-0.7419893262419419,0.3673980586570234,0.9880239520958084,1.0,1.0,0.15,-0.3302701830129804,abstract_algebra,0.3076923076923077,EXPLORATORY_ONLY
abstract_algebra::mmlu_abstract_algebra_id47,negative_discrimination,-0.19497558391916953,0.13999784410580726,-0.39653967231249454,-0.0,0.872255489021956,1.0,1.0,0.54,-0.19497558391916953,abstract_algebra,0.9743589743589743,EXPLORATORY_ONLY
abstract_algebra::mmlu_abstract_algebra_id48,negative_discrimination,-0.5531621367804807,0.2654360210347897,-0.8531543269490446,-0.0,0.998003992015968,1.0,1.0,0.156,-0.5531621367804807,abstract_algebra,0.9230769230769231,EXPLORATORY_ONLY
abstract_algebra::mmlu_abstract_algebra_id49,negative_discrimination,-0.7457665760357877,0.07568434847722987,-0.870455330092744,-0.579034404679635,1.0,1.0,1.0,0.0,-0.7457665760357877,abstract_algebra,0.48717948717948717,EXPLORATORY_ONLY
abstract_algebra::mmlu_abstract_algebra_id50,negative_discrimination,0.33569816435049304,0.1943690768934315,-0.0017077563164378507,0.7487289779264015,0.0499001996007984,1.0,1.0,0.972,0.33569816435049304,abstract_algebra,0.23076923076923078,EXPLORATORY_ONLY
abstract_algebra::mmlu_abstract_algebra_id51,negative_discrimination,-0.353084401524648,0.21768004046427789,-0.7724979275235073,0.016216240246503668,0.9660678642714571,1.0,1.0,0.046,-0.353084401524648,abstract_algebra,0.6666666666666666,EXPLORATORY_ONLY
abstract_algebra::mmlu_abstract_algebra_id52,negative_discrimination,-0.3423178935860562,0.19767464596884257,-0.6971009922122866,0.07201296763456022,0.9900199600798403,1.0,1.0,0.036,-0.3423178935860562,abstract_algebra,0.358974358974359,EXPLORATORY_ONLY
abstract_algebra::mmlu_abstract_algebra_id53,negative_discrimination,-0.09992471634364818,0.2513414401646164,-0.6286857529700313,0.35255475088866284,0.6926147704590818,1.0,1.0,0.312,-0.09992471634364818,abstract_algebra,0.3076923076923077,EXPLORATORY_ONLY
abstract_algebra::mmlu_abstract_algebra_id54,negative_discrimination,-0.09606378453180385,0.1970188618553367,-0.45174790153667566,0.3244972840289733,0.6866267465069861,1.0,1.0,0.314,-0.09606378453180385,abstract_algebra,0.1794871794871795,EXPLORATORY_ONLY
abstract_algebra::mmlu_abstract_algebra_id55,negative_discrimination,-0.45965624154235446,0.16925969731315463,-0.7847606005783272,-0.149541917731562,1.0,1.0,1.0,0.01,-0.45965624154235446,abstract_algebra,0.28205128205128205,EXPLORATORY_ONLY
abstract_algebra::mmlu_abstract_algebra_id56,negative_discrimination,-0.6056823715740685,0.1557852939347558,-0.8278644161969858,-0.25601196102617857,1.0,1.0,1.0,0.002,-0.6056823715740685,abstract_algebra,0.48717948717948717,EXPLORATORY_ONLY
abstract_algebra::mmlu_abstract_algebra_id57,negative_discrimination,0.2714315997438813,0.2250314099856709,-0.21518512423781383,0.7318022571439975,0.06387225548902195,1.0,1.0,0.886,0.2714315997438813,abstract_algebra,0.23076923076923078,EXPLORATORY_ONLY
abstract_algebra::mmlu_abstract_algebra_id58,negative_discrimination,-0.09342155843134768,0.2599582027579323,-0.6445011756664704,0.37658813653338796,0.716566866267465,1.0,1.0,0.294,-0.09342155843134768,abstract_algebra,0.358974358974359,EXPLORATORY_ONLY
abstract_algebra::mmlu_abstract_algebra_id59,negative_discrimination,-0.45575963174927536,0.19734718369265838,-0.7353587198359274,0.022174724107174606,0.998003992015968,1.0,1.0,0.036,-0.45575963174927536,abstract_algebra,0.38461538461538464,EXPLORATORY_ONLY
abstract_algebra::mmlu_abstract_algebra_id60,negative_discrimination,-0.23813867174768377,0.18701442940026952,-0.5562962660527604,0.13722975440084825,0.9021956087824351,1.0,1.0,0.106,-0.23813867174768377,abstract_algebra,0.41025641025641024,EXPLORATORY_ONLY
abstract_algebra::mmlu_abstract_algebra_id61,negative_discrimination,-0.16148961306480392,0.20016264963085081,-0.4918748527887185,0.2842962999962489,0.8502994011976048,1.0,1.0,0.206,-0.16148961306480392,abstract_algebra,0.28205128205128205,EXPLORATORY_ONLY
abstract_algebra::mmlu_abstract_algebra_id62,negative_discrimination,-0.30235657439891406,0.19591204036480261,-0.6522590276495833,0.08329066386406139,0.9740518962075848,1.0,1.0,0.06,-0.30235657439891406,abstract_algebra,0.5128205128205128,EXPLORATORY_ONLY
abstract_algebra::mmlu_abstract_algebra_id63,negative_discrimination,0.002421102069686753,0.23820344798717222,-0.5565299809323001,0.36798074960025634,0.4471057884231537,1.0,1.0,0.462,0.002421102069686753,abstract_algebra,0.5641025641025641,EXPLORATORY_ONLY
abstract_algebra::mmlu_abstract_algebra_id64,negative_discrimination,-0.08087116090772915,0.1906255529960755,-0.4933579249708234,0.27687527898897074,0.6806387225548902,1.0,1.0,0.304,-0.08087116090772915,abstract_algebra,0.1794871794871795,EXPLORATORY_ONLY
abstract_algebra::mmlu_abstract_algebra_id65,negative_discrimination,0.13679452843908613,0.1843854033811292,-0.23752606427742726,0.4764514646910459,0.20159680638722555,1.0,1.0,0.77,0.13679452843908613,abstract_algebra,0.5384615384615384,EXPLORATORY_ONLY
abstract_algebra::mmlu_abstract_algebra_id66,negative_discrimination,-0.5540418996802524,0.12607384963967097,-0.7717177663624806,-0.2837072747387618,1.0,1.0,1.0,0.0,-0.5540418996802524,abstract_algebra,0.5384615384615384,EXPLORATORY_ONLY
abstract_algebra::mmlu_abstract_algebra_id67,negative_discrimination,-0.09374067611360999,0.19717778582178416,-0.5015713096345265,0.25472611275099105,0.7245508982035929,1.0,1.0,0.266,-0.09374067611360999,abstract_algebra,0.5641025641025641,EXPLORATORY_ONLY
abstract_algebra::mmlu_abstract_algebra_id68,negative_discrimination,0.05743389361665234,0.2725495598470109,-0.5227297029142836,0.4893903925832051,0.3273453093812375,1.0,1.0,0.502,0.05743389361665234,abstract_algebra,0.23076923076923078,EXPLORATORY_ONLY
abstract_algebra::mmlu_abstract_algebra_id69,negative_discrimination,-0.1655885341210183,0.2170646217285517,-0.505481943440686,0.31219548829372606,0.8702594810379242,1.0,1.0,0.21,-0.1655885341210183,abstract_algebra,0.20512820512820512,EXPLORATORY_ONLY
abstract_algebra::mmlu_abstract_algebra_id70,negative_discrimination,-0.22142251143455963,0.16049514625495528,-0.5554477488897221,-0.0,0.9161676646706587,1.0,1.0,0.176,-0.22142251143455963,abstract_algebra,0.9230769230769231,EXPLORATORY_ONLY
abstract_algebra::mmlu_abstract_algebra_id71,negative_discrimination,-0.6230495225407863,0.14469425460152252,-0.8133803897722006,-0.25572681878955444,1.0,1.0,1.0,0.01,-0.6230495225407863,abstract_algebra,0.7948717948717948,EXPLORATORY_ONLY
abstract_algebra::mmlu_abstract_algebra_id72,negative_discrimination,-0.040164408697478456,0.22241574153647964,-0.5116584183541192,0.3962888173144372,0.5708582834331337,1.0,1.0,0.426,-0.040164408697478456,abstract_algebra,0.20512820512820512,EXPLORATORY_ONLY
abstract_algebra::mmlu_abstract_algebra_id73,negative_discrimination,-0.4544261723948035,0.21160980049550815,-0.7928316539367088,0.010119388559525246,1.0,1.0,1.0,0.028,-0.4544261723948035,abstract_algebra,0.48717948717948717,EXPLORATORY_ONLY
abstract_algebra::mmlu_abstract_algebra_id74,negative_discrimination,-0.5376744085918889,0.11614529706659385,-0.7213615474296178,-0.24705855750058542,1.0,1.0,1.0,0.004,-0.5376744085918889,abstract_algebra,0.2564102564102564,EXPLORATORY_ONLY
abstract_algebra::mmlu_abstract_algebra_id75,negative_discrimination,-0.41456394303705435,0.15346618811795232,-0.6745541422846753,-0.0902324289727437,0.9940119760479041,1.0,1.0,0.012,-0.41456394303705435,abstract_algebra,0.6410256410256411,EXPLORATORY_ONLY
abstract_algebra::mmlu_abstract_algebra_id76,negative_discrimination,-0.3567897283530229,0.22659456235609285,-0.6545425460224961,0.18438767888668425,0.9940119760479041,1.0,1.0,0.106,-0.3567897283530229,abstract_algebra,0.23076923076923078,EXPLORATORY_ONLY
abstract_algebra::mmlu_abstract_algebra_id77,negative_discrimination,-0.2835545439538366,0.17517137786320386,-0.5607158106327458,0.11803123847834697,0.9720558882235529,1.0,1.0,0.074,-0.2835545439538366,abstract_algebra,0.358974358974359,EXPLORATORY_ONLY
abstract_algebra::mmlu_abstract_algebra_id78,negative_discrimination,0.28132987876982285,0.17778433168131003,0.0,0.628610037008031,0.07584830339321358,1.0,1.0,1.0,0.28132987876982285,abstract_algebra,0.05128205128205128,EXPLORATORY_ONLY
abstract_algebra::mmlu_abstract_algebra_id79,negative_discrimination,0.2604580229637866,0.25518397107837293,-0.22933833945917997,0.6879536013215515,0.0718562874251497,1.0,1.0,0.788,0.2604580229637866,abstract_algebra,0.10256410256410256,EXPLORATORY_ONLY
abstract_algebra::mmlu_abstract_algebra_id80,negative_discrimination,-0.3316235450556684,0.23814541854114202,-0.7062828508551753,0.1837336440171515,0.9680638722554891,1.0,1.0,0.09,-0.3316235450556684,abstract_algebra,0.48717948717948717,EXPLORATORY_ONLY
abstract_algebra::mmlu_abstract_algebra_id81,negative_discrimination,-0.6161907789519651,0.17002845173114808,-0.8348409764051977,-0.1830151474922695,1.0,1.0,1.0,0.008,-0.6161907789519651,abstract_algebra,0.38461538461538464,EXPLORATORY_ONLY
abstract_algebra::mmlu_abstract_algebra_id82,negative_discrimination,-0.3492185837747292,0.1797962360352975,-0.6435318013759725,0.060857159286628416,0.9900199600798403,1.0,1.0,0.034,-0.3492185837747292,abstract_algebra,0.2564102564102564,EXPLORATORY_ONLY
abstract_algebra::mmlu_abstract_algebra_id83,negative_discrimination,-0.4888155232235964,0.11533343977273532,-0.6966379558072471,-0.2687432308750865,1.0,1.0,1.0,0.01,-0.4888155232235964,abstract_algebra,0.20512820512820512,EXPLORATORY_ONLY
abstract_algebra::mmlu_abstract_algebra_id84,negative_discrimination,-0.3726405099378334,0.189542975795432,-0.7722677237504776,-0.03376484709592548,0.9860279441117764,1.0,1.0,0.014,-0.3726405099378334,abstract_algebra,0.7948717948717948,EXPLORATORY_ONLY
abstract_algebra::mmlu_abstract_algebra_id85,negative_discrimination,-0.3246423088940999,0.22699307407949948,-0.7431105734571124,0.11307246927498092,0.9800399201596807,1.0,1.0,0.104,-0.3246423088940999,abstract_algebra,0.7948717948717948,EXPLORATORY_ONLY
abstract_algebra::mmlu_abstract_algebra_id86,negative_discrimination,0.2609180289519565,0.20818527350637442,-0.16199227465240276,0.6250150202004733,0.059880239520958084,1.0,1.0,0.872,0.2609180289519565,abstract_algebra,0.3076923076923077,EXPLORATORY_ONLY
abstract_algebra::mmlu_abstract_algebra_id87,negative_discrimination,0.012184196470718204,0.24727611047005205,-0.4604862418605419,0.4557481712096718,0.4550898203592814,1.0,1.0,0.53,0.012184196470718204,abstract_algebra,0.46153846153846156,EXPLORATORY_ONLY
abstract_algebra::mmlu_abstract_algebra_id88,negative_discrimination,-0.0,0.0,0.0,-0.0,1.0,1.0,1.0,1.0,-0.0,abstract_algebra,0.0,EXPLORATORY_ONLY
abstract_algebra::mmlu_abstract_algebra_id89,negative_discrimination,-0.3900489956272724,0.17049127757217708,-0.7481376565279769,-0.06844108263503831,0.9860279441117764,1.0,1.0,0.006,-0.3900489956272724,abstract_algebra,0.7435897435897436,EXPLORATORY_ONLY
abstract_algebra::mmlu_abstract_algebra_id90,negative_discrimination,-0.23097480876718723,0.16999438089061095,-0.5298494310617241,0.14942705411035911,0.9500998003992016,1.0,1.0,0.092,-0.23097480876718723,abstract_algebra,0.28205128205128205,EXPLORATORY_ONLY
abstract_algebra::mmlu_abstract_algebra_id91,negative_discrimination,-0.08555751540614817,0.22208977780420797,-0.6072365248593098,0.29460009487148336,0.6706586826347305,1.0,1.0,0.236,-0.08555751540614817,abstract_algebra,0.46153846153846156,EXPLORATORY_ONLY
abstract_algebra::mmlu_abstract_algebra_id92,negative_discrimination,-0.15156071029163926,0.22957038124715962,-0.6254390005842291,0.27295767255174197,0.8243512974051896,1.0,1.0,0.204,-0.15156071029163926,abstract_algebra,0.20512820512820512,EXPLORATORY_ONLY
abstract_algebra::mmlu_abstract_algebra_id93,negative_discrimination,-0.6550247585294604,0.25192763724355777,-0.8707605752565545,-0.0,1.0,1.0,1.0,0.126,-0.6550247585294604,abstract_algebra,0.8974358974358975,EXPLORATORY_ONLY
abstract_algebra::mmlu_abstract_algebra_id94,negative_discrimination,-0.08197440352895319,0.25259603321867724,-0.6050038216685268,0.35553639884544375,0.6506986027944112,1.0,1.0,0.374,-0.08197440352895319,abstract_algebra,0.38461538461538464,EXPLORATORY_ONLY
abstract_algebra::mmlu_abstract_algebra_id95,negative_discrimination,-0.45793862180958356,0.2109054435538808,-0.7400680051500818,0.033739390406572,1.0,1.0,1.0,0.04,-0.45793862180958356,abstract_algebra,0.23076923076923078,EXPLORATORY_ONLY
abstract_algebra::mmlu_abstract_algebra_id96,negative_discrimination,-0.19048664293129317,0.1987338096232747,-0.6296970074308155,0.141379356153491,0.8702594810379242,1.0,1.0,0.112,-0.19048664293129317,abstract_algebra,0.5641025641025641,EXPLORATORY_ONLY
abstract_algebra::mmlu_abstract_algebra_id97,negative_discrimination,-0.07887518046781529,0.16776443653687023,-0.3577601518321704,0.2759190846221768,0.6786427145708582,1.0,1.0,0.368,-0.07887518046781529,abstract_algebra,0.1282051282051282,EXPLORATORY_ONLY
abstract_algebra::mmlu_abstract_algebra_id98,negative_discrimination,-0.40548004718848,0.2643582778355338,-0.8489549858456363,0.12188024134954321,0.9860279441117764,1.0,1.0,0.106,-0.40548004718848,abstract_algebra,0.8717948717948718,EXPLORATORY_ONLY
abstract_algebra::mmlu_abstract_algebra_id99,negative_discrimination,-0.47459569512286687,0.18109628868969357,-0.7490232387415756,-0.05066880161601287,1.0,1.0,1.0,0.016,-0.47459569512286687,abstract_algebra,0.41025641025641024,EXPLORATORY_ONLY
anatomy::mmlu_anatomy_id100,negative_discrimination,-0.47896569153124713,0.19033035097960635,-0.7735688509605265,-0.047768510430935725,1.0,1.0,1.0,0.018,-0.47896569153124713,anatomy,0.7435897435897436,EXPLORATORY_ONLY
anatomy::mmlu_anatomy_id101,negative_discrimination,-0.3845414935975461,0.1670086002991604,-0.6250905399019017,0.033077000948831925,0.998003992015968,1.0,1.0,0.042,-0.3845414935975461,anatomy,0.5384615384615384,EXPLORATORY_ONLY
anatomy::mmlu_anatomy_id102,negative_discrimination,-0.33757280027668235,0.1839772913712558,-0.6460469763755807,-0.0,0.9660678642714571,1.0,1.0,0.172,-0.33757280027668235,anatomy,0.9230769230769231,EXPLORATORY_ONLY
anatomy::mmlu_anatomy_id103,negative_discrimination,-0.6269846832383906,0.12875818454296492,-0.8067993575409016,-0.30744078714828244,1.0,1.0,1.0,0.004,-0.6269846832383906,anatomy,0.7435897435897436,EXPLORATORY_ONLY
anatomy::mmlu_anatomy_id104,negative_discrimination,0.14737305208671655,0.20809693023734277,-0.324814292592398,0.4813541350326218,0.1936127744510978,1.0,1.0,0.726,0.14737305208671655,anatomy,0.23076923076923078,EXPLORATORY_ONLY
anatomy::mmlu_anatomy_id105,negative_discrimination,-0.6012045439078733,0.11792090416858404,-0.770882666933137,-0.3084528833638028,1.0,1.0,1.0,0.0,-0.6012045439078733,anatomy,0.6666666666666666,EXPLORATORY_ONLY
anatomy::mmlu_anatomy_id106,negative_discrimination,-0.4076536628721683,0.11741068188794755,-0.6828742196547075,-0.22770886414113609,0.998003992015968,1.0,1.0,0.0,-0.4076536628721683,anatomy,0.1794871794871795,EXPLORATORY_ONLY
